"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","button_pressed","responses"
"[{""page_index"":0,""viewing_time"":13513},{""page_index"":1,""viewing_time"":15607}]","29121","instructions","0","29125","0.0-0.0","091","","",""
"","60038","audio-button-response","1","89166","0.0-1.0","091","sound/soundcheck.mp3","0",""
"[{""page_index"":0,""viewing_time"":1189}]","1189","instructions","2","90357","0.0-2.0","091","","",""
"","12029","audio-button-response","3","127698","0.0-3.0-0.0","091","sound/silentMoon_Lyrics_10.mp3","0",""
"","33494","survey-likert","4","161197","0.0-3.0-1.0","091","","","{""Q0"":1,""Q1"":7,""Q2"":3,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","5","194094","0.0-3.0-0.1","091","sound/owlAPussyCat_Lyrics_02.mp3","null",""
"","16383","survey-likert","6","210478","0.0-3.0-1.1","091","","","{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","7","249291","0.0-3.0-0.2","091","sound/thatsAll_Melody_31.mp3","null",""
"","15402","survey-likert","8","264694","0.0-3.0-1.2","091","","","{""Q0"":7,""Q1"":5,""Q2"":0,""Q3"":2,""Q4"":7}"
"","null","audio-button-response","9","296098","0.0-3.0-0.3","091","sound/onMusic_Melody_17.mp3","null",""
"","20154","survey-likert","10","316254","0.0-3.0-1.3","091","","","{""Q0"":1,""Q1"":3,""Q2"":2,""Q3"":4,""Q4"":1}"
"","null","audio-button-response","11","344677","0.0-3.0-0.4","091","sound/iWishYouLove_Lyrics_12.mp3","null",""
"","21157","survey-likert","12","365838","0.0-3.0-1.4","091","","","{""Q0"":4,""Q1"":6,""Q2"":3,""Q3"":0,""Q4"":5}"
"","null","audio-button-response","13","400152","0.0-3.0-0.5","091","sound/goognightMoon_Melody_25.mp3","null",""
"","18645","survey-likert","14","418798","0.0-3.0-1.5","091","","","{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":3,""Q4"":0}"
"","null","audio-button-response","15","456134","0.0-3.0-0.6","091","sound/dream_Melody_27.mp3","null",""
"","20502","survey-likert","16","476638","0.0-3.0-1.6","091","","","{""Q0"":2,""Q1"":5,""Q2"":3,""Q3"":2,""Q4"":2}"
"","null","audio-button-response","17","515441","0.0-3.0-0.7","091","sound/thatsAll_Lyrics_15.mp3","null",""
"","25468","survey-likert","18","540910","0.0-3.0-1.7","091","","","{""Q0"":8,""Q1"":2,""Q2"":0,""Q3"":0,""Q4"":8}"
"","null","audio-button-response","19","575467","0.0-3.0-0.8","091","sound/theCage_Lyrics_14.mp3","null",""
"","23088","survey-likert","20","598557","0.0-3.0-1.8","091","","","{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","21","632928","0.0-3.0-0.9","091","sound/everyTimeWeSayGoodbye_Melody_23.mp3","null",""
"","15001","survey-likert","22","647934","0.0-3.0-1.9","091","","","{""Q0"":0,""Q1"":1,""Q2"":6,""Q3"":3,""Q4"":0}"
"","null","audio-button-response","23","679566","0.0-3.0-0.10","091","sound/noMoreMissNice_Lyrics_16.mp3","null",""
"","18022","survey-likert","24","697591","0.0-3.0-1.10","091","","","{""Q0"":4,""Q1"":3,""Q2"":0,""Q3"":0,""Q4"":1}"
"","null","audio-button-response","25","733461","0.0-3.0-0.11","091","sound/toThisWeveCome_Melody_29.mp3","null",""
"","18102","survey-likert","26","751565","0.0-3.0-1.11","091","","","{""Q0"":0,""Q1"":0,""Q2"":3,""Q3"":6,""Q4"":0}"
"","null","audio-button-response","27","785931","0.0-3.0-0.12","091","sound/willowSong_Lyrics_06.mp3","null",""
"","12850","survey-likert","28","798782","0.0-3.0-1.12","091","","","{""Q0"":5,""Q1"":4,""Q2"":5,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","29","834661","0.0-3.0-0.13","091","sound/dancinInTheMoonlightC_Melody_19.mp3","null",""
"","12535","survey-likert","30","847197","0.0-3.0-1.13","091","","","{""Q0"":8,""Q1"":5,""Q2"":0,""Q3"":0,""Q4"":8}"
"","null","audio-button-response","31","884548","0.0-3.0-0.14","091","sound/takeYouAb_Lyrics_04.mp3","null",""
"","18911","survey-likert","32","903461","0.0-3.0-1.14","091","","","{""Q0"":8,""Q1"":2,""Q2"":0,""Q3"":0,""Q4"":1}"
"","null","audio-button-response","33","934857","0.0-3.0-0.15","091","sound/theCrucifixion_Melody_21.mp3","null",""
"","12994","survey-likert","34","947853","0.0-3.0-1.15","091","","","{""Q0"":0,""Q1"":5,""Q2"":5,""Q3"":3,""Q4"":0}"
"","null","audio-button-response","35","985190","0.0-3.0-0.16","091","sound/bambi_Lyrics_08.mp3","null",""
"","12829","survey-likert","36","998021","0.0-3.0-1.16","091","","","{""Q0"":6,""Q1"":1,""Q2"":1,""Q3"":0,""Q4"":1}"
"","null","audio-button-response","37","1026431","0.0-4.0-0.0","091","sound/iWishYouLove_Melody_28.mp3","null",""
"","11077","survey-likert","38","1037509","0.0-4.0-1.0","091","","","{""Q0"":0,""Q1"":4,""Q2"":7,""Q3"":2,""Q4"":0}"
"","null","audio-button-response","39","1073360","0.0-4.0-0.1","091","sound/dancinInTheMoonlightC_Lyrics_03.mp3","null",""
"","12229","survey-likert","40","1085590","0.0-4.0-1.1","091","","","{""Q0"":8,""Q1"":6,""Q2"":0,""Q3"":0,""Q4"":8}"
"","null","audio-button-response","41","1122937","0.0-4.0-0.2","091","sound/dream_Lyrics_11.mp3","null",""
"","11640","survey-likert","42","1134580","0.0-4.0-1.2","091","","","{""Q0"":4,""Q1"":6,""Q2"":5,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","43","1167471","0.0-4.0-0.3","091","sound/owlAPussyCat_Melody_18.mp3","null",""
"","17501","survey-likert","44","1184972","0.0-4.0-1.3","091","","","{""Q0"":0,""Q1"":1,""Q2"":6,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","45","1216351","0.0-4.0-0.4","091","sound/theCrucifixion_Lyrics_05.mp3","null",""
"","14038","survey-likert","46","1230389","0.0-4.0-1.4","091","","","{""Q0"":0,""Q1"":3,""Q2"":7,""Q3"":5,""Q4"":0}"
"","null","audio-button-response","47","1267736","0.0-4.0-0.5","091","sound/silentMoon_Melody_26.mp3","null",""
"","15866","survey-likert","48","1283605","0.0-4.0-1.5","091","","","{""Q0"":0,""Q1"":3,""Q2"":8,""Q3"":4,""Q4"":0}"
"","null","audio-button-response","49","1318176","0.0-4.0-0.6","091","sound/theCage_Melody_30.mp3","null",""
"","16969","survey-likert","50","1335149","0.0-4.0-1.6","091","","","{""Q0"":0,""Q1"":2,""Q2"":7,""Q3"":4,""Q4"":0}"
"","null","audio-button-response","51","1369511","0.0-4.0-0.7","091","sound/everyTimeWeSayGoodbye_Lyrics_07.mp3","null",""
"","14933","survey-likert","52","1384444","0.0-4.0-1.7","091","","","{""Q0"":0,""Q1"":4,""Q2"":7,""Q3"":2,""Q4"":0}"
"","null","audio-button-response","53","1419031","0.0-4.0-0.8","091","sound/willowSong_Melody_22.mp3","null",""
"","12373","survey-likert","54","1431404","0.0-4.0-1.8","091","","","{""Q0"":3,""Q1"":3,""Q2"":6,""Q3"":3,""Q4"":0}"
"","null","audio-button-response","55","1468743","0.0-4.0-0.9","091","sound/takeYouAb_Melody_20.mp3","null",""
"","14221","survey-likert","56","1482965","0.0-4.0-1.9","091","","","{""Q0"":6,""Q1"":1,""Q2"":0,""Q3"":0,""Q4"":1}"
"","null","audio-button-response","57","1520310","0.0-4.0-0.10","091","sound/bambi_Melody_24.mp3","null",""
"","12596","survey-likert","58","1532907","0.0-4.0-1.10","091","","","{""Q0"":8,""Q1"":1,""Q2"":0,""Q3"":0,""Q4"":5}"
"","null","audio-button-response","59","1564301","0.0-4.0-0.11","091","sound/onMusic_Lyrics_01.mp3","null",""
"","14189","survey-likert","60","1578492","0.0-4.0-1.11","091","","","{""Q0"":0,""Q1"":5,""Q2"":5,""Q3"":0,""Q4"":1}"
"","null","audio-button-response","61","1614349","0.0-4.0-0.12","091","sound/toThisWeveCome_Lyrics_13.mp3","null",""
"","18086","survey-likert","62","1632437","0.0-4.0-1.12","091","","","{""Q0"":0,""Q1"":0,""Q2"":6,""Q3"":6,""Q4"":1}"
"","2238","audio-button-response","63","1666787","0.0-4.0-0.13","091","sound/goognightMoon_Lyrics_09.mp3","0",""
"","12230","survey-likert","64","1679020","0.0-4.0-1.13","091","","","{""Q0"":0,""Q1"":6,""Q2"":6,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","65","1710643","0.0-4.0-0.14","091","sound/noMoreMissNice_Melody_32.mp3","null",""
"","16784","survey-likert","66","1727428","0.0-4.0-1.14","091","","","{""Q0"":4,""Q1"":4,""Q2"":3,""Q3"":0,""Q4"":2}"
"","6060","survey-text","67","1733490","0.0-5.0","091","","","{""Q0"":""yes""}"
"","5827","survey-text","68","1739317","0.0-6.0","091","","","{""Q0"":""yes""}"
"","6000","survey-text","69","1745318","0.0-7.0","091","","","{""Q0"":""no""}"
