"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","button_pressed","responses"
"[{""page_index"":0,""viewing_time"":17892},{""page_index"":1,""viewing_time"":23799}]","41691","instructions","0","41696","0.0-0.0","061","","",""
"","6790","audio-button-response","1","48487","0.0-1.0","061","sound/soundcheck.mp3","0",""
"[{""page_index"":0,""viewing_time"":22758}]","22758","instructions","2","71248","0.0-2.0","061","","",""
"","null","audio-button-response","3","105814","0.0-3.0-0.0","061","sound/theCage_Melody_30.mp3","null",""
"","23321","survey-likert","4","129137","0.0-3.0-1.0","061","","","{""Q0"":1,""Q1"":1,""Q2"":5,""Q3"":5,""Q4"":0}"
"","null","audio-button-response","5","160772","0.0-3.0-0.1","061","sound/noMoreMissNice_Melody_32.mp3","null",""
"","15315","survey-likert","6","176089","0.0-3.0-1.1","061","","","{""Q0"":5,""Q1"":1,""Q2"":1,""Q3"":4,""Q4"":2}"
"","null","audio-button-response","7","207476","0.0-3.0-0.2","061","sound/onMusic_Lyrics_01.mp3","null",""
"","13137","survey-likert","8","220616","0.0-3.0-1.2","061","","","{""Q0"":1,""Q1"":5,""Q2"":1,""Q3"":1,""Q4"":2}"
"","null","audio-button-response","9","257952","0.0-3.0-0.3","061","sound/dream_Lyrics_11.mp3","null",""
"","14415","survey-likert","10","272369","0.0-3.0-1.3","061","","","{""Q0"":4,""Q1"":5,""Q2"":2,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","11","306740","0.0-3.0-0.4","061","sound/everyTimeWeSayGoodbye_Lyrics_07.mp3","null",""
"","16186","survey-likert","12","322929","0.0-3.0-1.4","061","","","{""Q0"":1,""Q1"":2,""Q2"":5,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","13","360301","0.0-3.0-0.5","061","sound/takeYouAb_Melody_20.mp3","null",""
"","10074","survey-likert","14","370377","0.0-3.0-1.5","061","","","{""Q0"":6,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","15","407743","0.0-3.0-0.6","061","sound/bambi_Melody_24.mp3","null",""
"","12296","survey-likert","16","420041","0.0-3.0-1.6","061","","","{""Q0"":5,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","17","455888","0.0-3.0-0.7","061","sound/dancinInTheMoonlightC_Lyrics_03.mp3","null",""
"","14133","survey-likert","18","470026","0.0-3.0-1.7","061","","","{""Q0"":6,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":8}"
"","null","audio-button-response","19","498472","0.0-3.0-0.8","061","sound/iWishYouLove_Melody_28.mp3","null",""
"","17327","survey-likert","20","515801","0.0-3.0-1.8","061","","","{""Q0"":1,""Q1"":5,""Q2"":6,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","21","548684","0.0-3.0-0.9","061","sound/owlAPussyCat_Melody_18.mp3","null",""
"","15346","survey-likert","22","564032","0.0-3.0-1.9","061","","","{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":8,""Q4"":0}"
"","null","audio-button-response","23","595430","0.0-3.0-0.10","061","sound/theCrucifixion_Lyrics_05.mp3","null",""
"","9145","survey-likert","24","604577","0.0-3.0-1.10","061","","","{""Q0"":1,""Q1"":1,""Q2"":6,""Q3"":7,""Q4"":0}"
"","null","audio-button-response","25","640467","0.0-3.0-0.11","061","sound/toThisWeveCome_Lyrics_13.mp3","null",""
"","17979","survey-likert","26","658449","0.0-3.0-1.11","061","","","{""Q0"":1,""Q1"":0,""Q2"":5,""Q3"":8,""Q4"":0}"
"","null","audio-button-response","27","693020","0.0-3.0-0.12","061","sound/willowSong_Melody_22.mp3","null",""
"","15627","survey-likert","28","708648","0.0-3.0-1.12","061","","","{""Q0"":5,""Q1"":4,""Q2"":1,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","29","745987","0.0-3.0-0.13","061","sound/silentMoon_Melody_26.mp3","null",""
