"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","button_pressed","responses"
"[{""page_index"":0,""viewing_time"":10778},{""page_index"":1,""viewing_time"":3143}]","13922","instructions","0","13933","0.0-0.0","058","","",""
"","15742","audio-button-response","1","29677","0.0-1.0","058","sound/soundcheck.mp3","0",""
"[{""page_index"":0,""viewing_time"":17542}]","17542","instructions","2","47221","0.0-2.0","058","","",""
"","null","audio-button-response","3","84626","0.0-3.0-0.0","058","sound/bambi_Lyrics_08.mp3","null",""
"","34088","survey-likert","4","118722","0.0-3.0-1.0","058","","","{""Q0"":2,""Q1"":6,""Q2"":6,""Q3"":4,""Q4"":0}"
"","null","audio-button-response","5","154571","0.0-3.0-0.1","058","sound/dancinInTheMoonlightC_Melody_19.mp3","null",""
"","19427","survey-likert","6","173999","0.0-3.0-1.1","058","","","{""Q0"":0,""Q1"":6,""Q2"":8,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","7","208380","0.0-3.0-0.2","058","sound/everyTimeWeSayGoodbye_Melody_23.mp3","null",""
"","14003","survey-likert","8","222384","0.0-3.0-1.2","058","","","{""Q0"":0,""Q1"":8,""Q2"":8,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","9","259753","0.0-3.0-0.3","058","sound/takeYouAb_Lyrics_04.mp3","null",""
"","16661","survey-likert","10","276415","0.0-3.0-1.3","058","","","{""Q0"":8,""Q1"":6,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","11","315240","0.0-3.0-0.4","058","sound/thatsAll_Lyrics_15.mp3","null",""
"","19588","survey-likert","12","334830","0.0-3.0-1.4","058","","","{""Q0"":2,""Q1"":3,""Q2"":4,""Q3"":5,""Q4"":0}"
"","null","audio-button-response","13","370690","0.0-3.0-0.5","058","sound/toThisWeveCome_Melody_29.mp3","null",""
"","12770","survey-likert","14","383463","0.0-3.0-1.5","058","","","{""Q0"":0,""Q1"":0,""Q2"":8,""Q3"":8,""Q4"":0}"
"","null","audio-button-response","15","420817","0.0-3.0-0.6","058","sound/silentMoon_Lyrics_10.mp3","null",""
"","11483","survey-likert","16","432303","0.0-3.0-1.6","058","","","{""Q0"":8,""Q1"":8,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","17","469650","0.0-3.0-0.7","058","sound/dream_Melody_27.mp3","null",""
"","15595","survey-likert","18","485246","0.0-3.0-1.7","058","","","{""Q0"":4,""Q1"":4,""Q2"":6,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","19","524068","0.0-3.0-0.8","058","sound/thatsAll_Melody_31.mp3","null",""
"","27280","survey-likert","20","551351","0.0-3.0-1.8","058","","","{""Q0"":6,""Q1"":0,""Q2"":4,""Q3"":0,""Q4"":2}"
"","null","audio-button-response","21","579783","0.0-3.0-0.9","058","sound/iWishYouLove_Lyrics_12.mp3","null",""
"","20077","survey-likert","22","599863","0.0-3.0-1.9","058","","","{""Q0"":6,""Q1"":8,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","23","634190","0.0-3.0-0.10","058","sound/goognightMoon_Melody_25.mp3","null",""
"","11519","survey-likert","24","645710","0.0-3.0-1.10","058","","","{""Q0"":0,""Q1"":0,""Q2"":6,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","25","677112","0.0-3.0-0.11","058","sound/theCrucifixion_Melody_21.mp3","null",""
"","13814","survey-likert","26","690927","0.0-3.0-1.11","058","","","{""Q0"":0,""Q1"":4,""Q2"":4,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","27","722320","0.0-3.0-0.12","058","sound/onMusic_Melody_17.mp3","null",""
"","11773","survey-likert","28","734095","0.0-3.0-1.12","058","","","{""Q0"":4,""Q1"":4,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","29","768641","0.0-3.0-0.13","058","sound/theCage_Lyrics_14.mp3","null",""
"","17766","survey-likert","30","786408","0.0-3.0-1.13","058","","","{""Q0"":0,""Q1"":0,""Q2"":8,""Q3"":5,""Q4"":0}"
"","null","audio-button-response","31","818060","0.0-3.0-0.14","058","sound/noMoreMissNice_Lyrics_16.mp3","null",""
"","14107","survey-likert","32","832167","0.0-3.0-1.14","058","","","{""Q0"":4,""Q1"":0,""Q2"":5,""Q3"":3,""Q4"":0}"
"","null","audio-button-response","33","865050","0.0-3.0-0.15","058","sound/owlAPussyCat_Lyrics_02.mp3","null",""
"","15378","survey-likert","34","880430","0.0-3.0-1.15","058","","","{""Q0"":0,""Q1"":0,""Q2"":8,""Q3"":8,""Q4"":0}"
"","null","audio-button-response","35","914810","0.0-3.0-0.16","058","sound/willowSong_Lyrics_06.mp3","null",""
"","13651","survey-likert","36","928463","0.0-3.0-1.16","058","","","{""Q0"":0,""Q1"":3,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","37","962833","0.0-4.0-0.0","058","sound/everyTimeWeSayGoodbye_Lyrics_07.mp3","null",""
"","13221","survey-likert","38","976054","0.0-4.0-1.0","058","","","{""Q0"":0,""Q1"":3,""Q2"":4,""Q3"":0,""Q4"":2}"
"","null","audio-button-response","39","1004480","0.0-4.0-0.1","058","sound/iWishYouLove_Melody_28.mp3","null",""
