"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","button_pressed","responses"
"[{""page_index"":0,""viewing_time"":1981},{""page_index"":1,""viewing_time"":4864}]","6845","instructions","0","6854","0.0-0.0","070","","",""
"","5732","audio-button-response","1","12589","0.0-1.0","070","sound/soundcheck.mp3","0",""
"[{""page_index"":0,""viewing_time"":21927}]","21927","instructions","2","34517","0.0-2.0","070","","",""
"","null","audio-button-response","3","62927","0.0-3.0-0.0","070","sound/iWishYouLove_Melody_28.mp3","null",""
"","23150","survey-likert","4","86082","0.0-3.0-1.0","070","","","{""Q0"":1,""Q1"":4,""Q2"":6,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","5","117472","0.0-3.0-0.1","070","sound/theCrucifixion_Lyrics_05.mp3","null",""
"","16116","survey-likert","6","133591","0.0-3.0-1.1","070","","","{""Q0"":0,""Q1"":3,""Q2"":5,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","7","167915","0.0-3.0-0.2","070","sound/goognightMoon_Lyrics_09.mp3","null",""
"","16440","survey-likert","8","184359","0.0-3.0-1.2","070","","","{""Q0"":3,""Q1"":6,""Q2"":1,""Q3"":1,""Q4"":5}"
"","null","audio-button-response","9","218746","0.0-3.0-0.3","070","sound/everyTimeWeSayGoodbye_Lyrics_07.mp3","null",""
"","12459","survey-likert","10","231207","0.0-3.0-1.3","070","","","{""Q0"":1,""Q1"":4,""Q2"":5,""Q3"":1,""Q4"":2}"
"","null","audio-button-response","11","267064","0.0-3.0-0.4","070","sound/toThisWeveCome_Lyrics_13.mp3","null",""
"","21293","survey-likert","12","288359","0.0-3.0-1.4","070","","","{""Q0"":0,""Q1"":0,""Q2"":4,""Q3"":7,""Q4"":2}"
"","null","audio-button-response","13","325691","0.0-3.0-0.5","070","sound/bambi_Melody_24.mp3","null",""
"","11842","survey-likert","14","337535","0.0-3.0-1.5","070","","","{""Q0"":5,""Q1"":5,""Q2"":1,""Q3"":1,""Q4"":1}"
"","null","audio-button-response","15","374887","0.0-3.0-0.6","070","sound/takeYouAb_Melody_20.mp3","null",""
"","6917","survey-likert","16","381807","0.0-3.0-1.6","070","","","{""Q0"":5,""Q1"":4,""Q2"":4,""Q3"":4,""Q4"":1}"
"","null","audio-button-response","17","416371","0.0-3.0-0.7","070","sound/theCage_Melody_30.mp3","null",""
"","12626","survey-likert","18","428999","0.0-3.0-1.7","070","","","{""Q0"":1,""Q1"":1,""Q2"":4,""Q3"":5,""Q4"":0}"
"","null","audio-button-response","19","463562","0.0-3.0-0.8","070","sound/willowSong_Melody_22.mp3","null",""
"","13985","survey-likert","20","477550","0.0-3.0-1.8","070","","","{""Q0"":3,""Q1"":5,""Q2"":4,""Q3"":4,""Q4"":1}"
"","null","audio-button-response","21","513411","0.0-3.0-0.9","070","sound/dancinInTheMoonlightC_Lyrics_03.mp3","null",""
"","10682","survey-likert","22","524094","0.0-3.0-1.9","070","","","{""Q0"":7,""Q1"":5,""Q2"":1,""Q3"":1,""Q4"":8}"
"","null","audio-button-response","23","555727","0.0-3.0-0.10","070","sound/noMoreMissNice_Melody_32.mp3","null",""
"","12677","survey-likert","24","568408","0.0-3.0-1.10","070","","","{""Q0"":2,""Q1"":4,""Q2"":3,""Q3"":2,""Q4"":1}"
"","null","audio-button-response","25","599801","0.0-3.0-0.11","070","sound/onMusic_Lyrics_01.mp3","null",""
"","12029","survey-likert","26","611830","0.0-3.0-1.11","070","","","{""Q0"":2,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":1}"
"","null","audio-button-response","27","649181","0.0-3.0-0.12","070","sound/silentMoon_Melody_26.mp3","null",""
"","10040","survey-likert","28","659222","0.0-3.0-1.12","070","","","{""Q0"":1,""Q1"":5,""Q2"":3,""Q3"":2,""Q4"":1}"
"","null","audio-button-response","29","692107","0.0-3.0-0.13","070","sound/owlAPussyCat_Melody_18.mp3","null",""
"","12785","survey-likert","30","704895","0.0-3.0-1.13","070","","","{""Q0"":1,""Q1"":1,""Q2"":5,""Q3"":5,""Q4"":0}"
"","null","audio-button-response","31","742241","0.0-3.0-0.14","070","sound/dream_Lyrics_11.mp3","null",""
"","11021","survey-likert","32","753262","0.0-3.0-1.14","070","","","{""Q0"":3,""Q1"":4,""Q2"":5,""Q3"":2,""Q4"":2}"
"","null","audio-button-response","33","787621","0.0-4.0-0.0","070","sound/everyTimeWeSayGoodbye_Melody_23.mp3","null",""
"","12439","survey-likert","34","800062","0.0-4.0-1.0","070","","","{""Q0"":3,""Q1"":4,""Q2"":4,""Q3"":4,""Q4"":1}"
"","null","audio-button-response","35","828471","0.0-4.0-0.1","070","sound/iWishYouLove_Lyrics_12.mp3","null",""
"","9655","survey-likert","36","838126","0.0-4.0-1.1","070","","","{""Q0"":3,""Q1"":6,""Q2"":3,""Q3"":2,""Q4"":2}"
"","null","audio-button-response","37","876931","0.0-4.0-0.2","070","sound/thatsAll_Melody_31.mp3","null",""
"","7778","survey-likert","38","884709","0.0-4.0-1.2","070","","","{""Q0"":6,""Q1"":5,""Q2"":2,""Q3"":1,""Q4"":7}"
"","null","audio-button-response","39","916112","0.0-4.0-0.3","070","sound/onMusic_Melody_17.mp3","null",""
"","12110","survey-likert","40","928222","0.0-4.0-1.3","070","","","{""Q0"":2,""Q1"":4,""Q2"":5,""Q3"":4,""Q4"":1}"
"","null","audio-button-response","41","965608","0.0-4.0-0.4","070","sound/dream_Melody_27.mp3","null",""
"","15803","survey-likert","42","981414","0.0-4.0-1.4","070","","","{""Q0"":1,""Q1"":3,""Q2"":7,""Q3"":2,""Q4"":2}"
"","null","audio-button-response","43","1018769","0.0-4.0-0.5","070","sound/bambi_Lyrics_08.mp3","null",""
"","10977","survey-likert","44","1029751","0.0-4.0-1.5","070","","","{""Q0"":3,""Q1"":3,""Q2"":6,""Q3"":3,""Q4"":3}"
"","null","audio-button-response","45","1064121","0.0-4.0-0.6","070","sound/willowSong_Lyrics_06.mp3","null",""
"","10197","survey-likert","46","1074320","0.0-4.0-1.6","070","","","{""Q0"":1,""Q1"":3,""Q2"":6,""Q3"":2,""Q4"":1}"
"","null","audio-button-response","47","1110167","0.0-4.0-0.7","070","sound/toThisWeveCome_Melody_29.mp3","null",""
"","11349","survey-likert","48","1121519","0.0-4.0-1.7","070","","","{""Q0"":1,""Q1"":1,""Q2"":6,""Q3"":6,""Q4"":1}"
"","null","audio-button-response","49","1152921","0.0-4.0-0.8","070","sound/theCrucifixion_Melody_21.mp3","null",""
"","12966","survey-likert","50","1165887","0.0-4.0-1.8","070","","","{""Q0"":2,""Q1"":2,""Q2"":6,""Q3"":3,""Q4"":1}"
"","null","audio-button-response","51","1203241","0.0-4.0-0.9","070","sound/takeYouAb_Lyrics_04.mp3","null",""
"","11308","survey-likert","52","1214550","0.0-4.0-1.9","070","","","{""Q0"":5,""Q1"":4,""Q2"":2,""Q3"":2,""Q4"":2}"
"","null","audio-button-response","53","1253375","0.0-4.0-0.10","070","sound/thatsAll_Lyrics_15.mp3","null",""
"","17103","survey-likert","54","1270478","0.0-4.0-1.10","070","","","{""Q0"":4,""Q1"":4,""Q2"":4,""Q3"":4,""Q4"":3}"
"","null","audio-button-response","55","1304783","0.0-4.0-0.11","070","sound/goognightMoon_Melody_25.mp3","null",""
"","7934","survey-likert","56","1312718","0.0-4.0-1.11","070","","","{""Q0"":2,""Q1"":3,""Q2"":6,""Q3"":3,""Q4"":1}"
"","null","audio-button-response","57","1344338","0.0-4.0-0.12","070","sound/noMoreMissNice_Lyrics_16.mp3","null",""
"","8280","survey-likert","58","1352622","0.0-4.0-1.12","070","","","{""Q0"":5,""Q1"":3,""Q2"":2,""Q3"":1,""Q4"":2}"
"","null","audio-button-response","59","1385532","0.0-4.0-0.13","070","sound/owlAPussyCat_Lyrics_02.mp3","null",""
"","9801","survey-likert","60","1395335","0.0-4.0-1.13","070","","","{""Q0"":0,""Q1"":0,""Q2"":6,""Q3"":7,""Q4"":1}"
"","null","audio-button-response","61","1432681","0.0-4.0-0.14","070","sound/silentMoon_Lyrics_10.mp3","null",""
"","8052","survey-likert","62","1440735","0.0-4.0-1.14","070","","","{""Q0"":2,""Q1"":3,""Q2"":5,""Q3"":2,""Q4"":2}"
"","null","audio-button-response","63","1475280","0.0-4.0-0.15","070","sound/theCage_Lyrics_14.mp3","null",""
"","9116","survey-likert","64","1484399","0.0-4.0-1.15","070","","","{""Q0"":0,""Q1"":1,""Q2"":5,""Q3"":6,""Q4"":1}"
"","null","audio-button-response","65","1520261","0.0-4.0-0.16","070","sound/dancinInTheMoonlightC_Melody_19.mp3","null",""
"","8313","survey-likert","66","1528574","0.0-4.0-1.16","070","","","{""Q0"":3,""Q1"":4,""Q2"":3,""Q3"":4,""Q4"":7}"
"","18017","survey-text","67","1546593","0.0-5.0","070","","","{""Q0"":""yes""}"
"","5196","survey-text","68","1551790","0.0-6.0","070","","","{""Q0"":""yes""}"
"","5983","survey-text","69","1557774","0.0-7.0","070","","","{""Q0"":""no""}"
