"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","button_pressed","responses"
"[{""page_index"":0,""viewing_time"":58436},{""page_index"":1,""viewing_time"":2736}]","61172","instructions","0","61177","0.0-0.0","002","","",""
"","5764","audio-button-response","1","66947","0.0-1.0","002","sound/soundcheck.mp3","0",""
"[{""page_index"":0,""viewing_time"":15325}]","15325","instructions","2","82274","0.0-2.0","002","","",""
"","null","audio-button-response","3","110568","0.0-3.0-0.0","002","sound/iWishYouLove_Melody_28.mp3","null",""
"","16977","survey-likert","4","127552","0.0-3.0-1.0","002","","","{""Q0"":0,""Q1"":4,""Q2"":8,""Q3"":4,""Q4"":4}"
"","null","audio-button-response","5","158818","0.0-3.0-0.1","002","sound/onMusic_Lyrics_01.mp3","null",""
"","10279","survey-likert","6","169099","0.0-3.0-1.1","002","","","{""Q0"":8,""Q1"":6,""Q2"":0,""Q3"":0,""Q4"":5}"
"","null","audio-button-response","7","204838","0.0-3.0-0.2","002","sound/toThisWeveCome_Lyrics_13.mp3","null",""
"","11029","survey-likert","8","215868","0.0-3.0-1.2","002","","","{""Q0"":0,""Q1"":0,""Q2"":5,""Q3"":8,""Q4"":4}"
"","null","audio-button-response","9","250067","0.0-3.0-0.3","002","sound/goognightMoon_Lyrics_09.mp3","null",""
"","41942","survey-likert","10","292011","0.0-3.0-1.3","002","","","{""Q0"":4,""Q1"":8,""Q2"":0,""Q3"":0,""Q4"":6}"
"","null","audio-button-response","11","326438","0.0-3.0-0.4","002","sound/theCage_Melody_30.mp3","null",""
"","16434","survey-likert","12","342875","0.0-3.0-1.4","002","","","{""Q0"":2,""Q1"":4,""Q2"":4,""Q3"":0,""Q4"":4}"
"","null","audio-button-response","13","380108","0.0-3.0-0.5","002","sound/dream_Lyrics_11.mp3","null",""
"","13278","survey-likert","14","393387","0.0-3.0-1.5","002","","","{""Q0"":8,""Q1"":8,""Q2"":0,""Q3"":0,""Q4"":4}"
"","null","audio-button-response","15","427847","0.0-3.0-0.6","002","sound/willowSong_Melody_22.mp3","null",""
"","10881","survey-likert","16","438731","0.0-3.0-1.6","002","","","{""Q0"":4,""Q1"":4,""Q2"":0,""Q3"":0,""Q4"":4}"
"","null","audio-button-response","17","475957","0.0-3.0-0.7","002","sound/takeYouAb_Melody_20.mp3","null",""
"","25403","survey-likert","18","501364","0.0-3.0-1.7","002","","","{""Q0"":5,""Q1"":5,""Q2"":2,""Q3"":0,""Q4"":6}"
"","null","audio-button-response","19","535607","0.0-3.0-0.8","002","sound/everyTimeWeSayGoodbye_Lyrics_07.mp3","null",""
"","13946","survey-likert","20","549555","0.0-3.0-1.8","002","","","{""Q0"":0,""Q1"":4,""Q2"":8,""Q3"":0,""Q4"":6}"
"","null","audio-button-response","21","580827","0.0-3.0-0.9","002","sound/theCrucifixion_Lyrics_05.mp3","null",""
"","17371","survey-likert","22","598204","0.0-3.0-1.9","002","","","{""Q0"":0,""Q1"":8,""Q2"":8,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","23","629717","0.0-3.0-0.10","002","sound/noMoreMissNice_Melody_32.mp3","null",""
"","15340","survey-likert","24","645059","0.0-3.0-1.10","002","","","{""Q0"":0,""Q1"":0,""Q2"":4,""Q3"":6,""Q4"":8}"
"","null","audio-button-response","25","680797","0.0-3.0-0.11","002","sound/dancinInTheMoonlightC_Lyrics_03.mp3","null",""
"","19084","survey-likert","26","699883","0.0-3.0-1.11","002","","","{""Q0"":5,""Q1"":6,""Q2"":0,""Q3"":0,""Q4"":1}"
"","null","audio-button-response","27","737106","0.0-3.0-0.12","002","sound/silentMoon_Melody_26.mp3","null",""
"","21439","survey-likert","28","758547","0.0-3.0-1.12","002","","","{""Q0"":4,""Q1"":7,""Q2"":8,""Q3"":0,""Q4"":8}"
"","null","audio-button-response","29","795777","0.0-3.0-0.13","002","sound/bambi_Melody_24.mp3","null",""
"","26864","survey-likert","30","822643","0.0-3.0-1.13","002","","","{""Q0"":4,""Q1"":8,""Q2"":4,""Q3"":0,""Q4"":8}"
"","null","audio-button-response","31","855397","0.0-3.0-0.14","002","sound/owlAPussyCat_Melody_18.mp3","null",""
"","11372","survey-likert","32","866771","0.0-3.0-1.14","002","","","{""Q0"":0,""Q1"":0,""Q2"":4,""Q3"":6,""Q4"":8}"
"","null","audio-button-response","33","903997","0.0-4.0-0.0","002","sound/silentMoon_Lyrics_10.mp3","null",""
"","15868","survey-likert","34","919867","0.0-4.0-1.0","002","","","{""Q0"":4,""Q1"":8,""Q2"":2,""Q3"":0,""Q4"":3}"
"","null","audio-button-response","35","957096","0.0-4.0-0.1","002","sound/dream_Melody_27.mp3","null",""
"","11136","survey-likert","36","968235","0.0-4.0-1.1","002","","","{""Q0"":0,""Q1"":8,""Q2"":8,""Q3"":0,""Q4"":8}"
"","null","audio-button-response","37","1003976","0.0-4.0-0.2","002","sound/dancinInTheMoonlightC_Melody_19.mp3","null",""
"","18071","survey-likert","38","1022050","0.0-4.0-1.2","002","","","{""Q0"":1,""Q1"":3,""Q2"":7,""Q3"":0,""Q4"":8}"
"","null","audio-button-response","39","1060736","0.0-4.0-0.3","002","sound/thatsAll_Melody_31.mp3","null",""
"","11640","survey-likert","40","1072378","0.0-4.0-1.3","002","","","{""Q0"":4,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":1}"
"","null","audio-button-response","41","1111066","0.0-4.0-0.4","002","sound/thatsAll_Lyrics_15.mp3","null",""
"","11957","survey-likert","42","1123026","0.0-4.0-1.4","002","","","{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":8,""Q4"":2}"
"","null","audio-button-response","43","1160257","0.0-4.0-0.5","002","sound/takeYouAb_Lyrics_04.mp3","null",""
"","44471","survey-likert","44","1204731","0.0-4.0-1.5","002","","","{""Q0"":4,""Q1"":4,""Q2"":1,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","45","1235997","0.0-4.0-0.6","002","sound/theCrucifixion_Melody_21.mp3","null",""
"","11532","survey-likert","46","1247531","0.0-4.0-1.6","002","","","{""Q0"":0,""Q1"":8,""Q2"":8,""Q3"":0,""Q4"":8}"
"","null","audio-button-response","47","1280287","0.0-4.0-0.7","002","sound/owlAPussyCat_Lyrics_02.mp3","null",""
"","44537","survey-likert","48","1324826","0.0-4.0-1.7","002","","","{""Q0"":0,""Q1"":4,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","49","1359076","0.0-4.0-0.8","002","sound/willowSong_Lyrics_06.mp3","null",""
"","17501","survey-likert","50","1376578","0.0-4.0-1.8","002","","","{""Q0"":4,""Q1"":7,""Q2"":5,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","51","1407846","0.0-4.0-0.9","002","sound/onMusic_Melody_17.mp3","null",""
"","41738","survey-likert","52","1449586","0.0-4.0-1.9","002","","","{""Q0"":4,""Q1"":7,""Q2"":8,""Q3"":0,""Q4"":8}"
"","31038","audio-button-response","53","1484017","0.0-4.0-0.10","002","sound/theCage_Lyrics_14.mp3","0",""
"","11592","survey-likert","54","1495610","0.0-4.0-1.10","002","","","{""Q0"":0,""Q1"":8,""Q2"":5,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","55","1531346","0.0-4.0-0.11","002","sound/toThisWeveCome_Melody_29.mp3","null",""
"","28494","survey-likert","56","1559842","0.0-4.0-1.11","002","","","{""Q0"":0,""Q1"":0,""Q2"":8,""Q3"":5,""Q4"":8}"
"","null","audio-button-response","57","1588126","0.0-4.0-0.12","002","sound/iWishYouLove_Lyrics_12.mp3","null",""
"","43033","survey-likert","58","1631162","0.0-4.0-1.12","002","","","{""Q0"":6,""Q1"":8,""Q2"":0,""Q3"":0,""Q4"":2}"
"","null","audio-button-response","59","1662665","0.0-4.0-0.13","002","sound/noMoreMissNice_Lyrics_16.mp3","null",""
"","15455","survey-likert","60","1678122","0.0-4.0-1.13","002","","","{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":8,""Q4"":2}"
"","null","audio-button-response","61","1712366","0.0-4.0-0.14","002","sound/everyTimeWeSayGoodbye_Melody_23.mp3","null",""
"","38890","survey-likert","62","1751257","0.0-4.0-1.14","002","","","{""Q0"":0,""Q1"":0,""Q2"":6,""Q3"":4,""Q4"":8}"
"","null","audio-button-response","63","1788486","0.0-4.0-0.15","002","sound/bambi_Lyrics_08.mp3","null",""
"","16602","survey-likert","64","1805090","0.0-4.0-1.15","002","","","{""Q0"":2,""Q1"":0,""Q2"":8,""Q3"":5,""Q4"":5}"
"","null","audio-button-response","65","1839286","0.0-4.0-0.16","002","sound/goognightMoon_Melody_25.mp3","null",""
"","12633","survey-likert","66","1851922","0.0-4.0-1.16","002","","","{""Q0"":0,""Q1"":5,""Q2"":8,""Q3"":0,""Q4"":8}"
