"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","button_pressed","responses"
"[{""page_index"":0,""viewing_time"":6163},{""page_index"":1,""viewing_time"":2304}]","8468","instructions","0","8473","0.0-0.0","069","","",""
"","5646","audio-button-response","1","14120","0.0-1.0","069","sound/soundcheck.mp3","0",""
"[{""page_index"":0,""viewing_time"":9758}]","9758","instructions","2","23880","0.0-2.0","069","","",""
"","null","audio-button-response","3","55507","0.0-3.0-0.0","069","sound/noMoreMissNice_Melody_32.mp3","null",""
"","27381","survey-likert","4","82890","0.0-3.0-1.0","069","","","{""Q0"":6,""Q1"":4,""Q2"":4,""Q3"":0,""Q4"":2}"
"","null","audio-button-response","5","117239","0.0-3.0-0.1","069","sound/goognightMoon_Lyrics_09.mp3","null",""
"","18969","survey-likert","6","136210","0.0-3.0-1.1","069","","","{""Q0"":1,""Q1"":7,""Q2"":2,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","7","173591","0.0-3.0-0.2","069","sound/bambi_Melody_24.mp3","null",""
"","14272","survey-likert","8","187865","0.0-3.0-1.2","069","","","{""Q0"":6,""Q1"":4,""Q2"":2,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","9","222417","0.0-3.0-0.3","069","sound/theCage_Melody_30.mp3","null",""
"","16118","survey-likert","10","238537","0.0-3.0-1.3","069","","","{""Q0"":2,""Q1"":4,""Q2"":6,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","11","274396","0.0-3.0-0.4","069","sound/toThisWeveCome_Lyrics_13.mp3","null",""
"","12868","survey-likert","12","287265","0.0-3.0-1.4","069","","","{""Q0"":6,""Q1"":0,""Q2"":6,""Q3"":8,""Q4"":0}"
"","null","audio-button-response","13","320137","0.0-3.0-0.5","069","sound/owlAPussyCat_Melody_18.mp3","null",""
"","13199","survey-likert","14","333337","0.0-3.0-1.5","069","","","{""Q0"":3,""Q1"":2,""Q2"":6,""Q3"":6,""Q4"":0}"
"","null","audio-button-response","15","369177","0.0-3.0-0.6","069","sound/dancinInTheMoonlightC_Lyrics_03.mp3","null",""
"","15445","survey-likert","16","384625","0.0-3.0-1.6","069","","","{""Q0"":5,""Q1"":5,""Q2"":5,""Q3"":2,""Q4"":6}"
"","null","audio-button-response","17","421996","0.0-3.0-0.7","069","sound/takeYouAb_Melody_20.mp3","null",""
"","12428","survey-likert","18","434425","0.0-3.0-1.7","069","","","{""Q0"":5,""Q1"":5,""Q2"":2,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","19","471763","0.0-3.0-0.8","069","sound/dream_Lyrics_11.mp3","null",""
"","18829","survey-likert","20","490593","0.0-3.0-1.8","069","","","{""Q0"":2,""Q1"":5,""Q2"":6,""Q3"":2,""Q4"":0}"
"","null","audio-button-response","21","521996","0.0-3.0-0.9","069","sound/onMusic_Lyrics_01.mp3","null",""
"","12219","survey-likert","22","534217","0.0-3.0-1.9","069","","","{""Q0"":0,""Q1"":5,""Q2"":8,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","23","568609","0.0-3.0-0.10","069","sound/everyTimeWeSayGoodbye_Lyrics_07.mp3","null",""
"","11647","survey-likert","24","580258","0.0-3.0-1.10","069","","","{""Q0"":0,""Q1"":5,""Q2"":8,""Q3"":7,""Q4"":0}"
"","null","audio-button-response","25","608693","0.0-3.0-0.11","069","sound/iWishYouLove_Melody_28.mp3","null",""
"","10328","survey-likert","26","619024","0.0-3.0-1.11","069","","","{""Q0"":0,""Q1"":2,""Q2"":8,""Q3"":2,""Q4"":0}"
"","null","audio-button-response","27","650422","0.0-3.0-0.12","069","sound/theCrucifixion_Lyrics_05.mp3","null",""
"","9272","survey-likert","28","659696","0.0-3.0-1.12","069","","","{""Q0"":0,""Q1"":1,""Q2"":8,""Q3"":6,""Q4"":0}"
"","null","audio-button-response","29","694265","0.0-3.0-0.13","069","sound/willowSong_Melody_22.mp3","null",""
"","12566","survey-likert","30","706833","0.0-3.0-1.13","069","","","{""Q0"":0,""Q1"":4,""Q2"":8,""Q3"":2,""Q4"":0}"
"","null","audio-button-response","31","744176","0.0-3.0-0.14","069","sound/silentMoon_Melody_26.mp3","null",""
"","10495","survey-likert","32","754673","0.0-3.0-1.14","069","","","{""Q0"":0,""Q1"":2,""Q2"":8,""Q3"":2,""Q4"":1}"
"","null","audio-button-response","33","793480","0.0-4.0-0.0","069","sound/thatsAll_Melody_31.mp3","null",""
"","10094","survey-likert","34","803576","0.0-4.0-1.0","069","","","{""Q0"":6,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":6}"
"","null","audio-button-response","35","837943","0.0-4.0-0.1","069","sound/everyTimeWeSayGoodbye_Melody_23.mp3","null",""
"","12278","survey-likert","36","850224","0.0-4.0-1.1","069","","","{""Q0"":2,""Q1"":4,""Q2"":5,""Q3"":1,""Q4"":1}"
"","null","audio-button-response","37","887556","0.0-4.0-0.2","069","sound/bambi_Lyrics_08.mp3","null",""
"","14203","survey-likert","38","901761","0.0-4.0-1.2","069","","","{""Q0"":5,""Q1"":2,""Q2"":0,""Q3"":0,""Q4"":6}"
"","null","audio-button-response","39","940575","0.0-4.0-0.3","069","sound/thatsAll_Lyrics_15.mp3","null",""
"","9736","survey-likert","40","950312","0.0-4.0-1.3","069","","","{""Q0"":5,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1}"
"","null","audio-button-response","41","986182","0.0-4.0-0.4","069","sound/toThisWeveCome_Melody_29.mp3","null",""
"","10583","survey-likert","42","996768","0.0-4.0-1.4","069","","","{""Q0"":8,""Q1"":0,""Q2"":1,""Q3"":3,""Q4"":0}"
"","null","audio-button-response","43","1032633","0.0-4.0-0.5","069","sound/dancinInTheMoonlightC_Melody_19.mp3","null",""
"","15453","survey-likert","44","1048089","0.0-4.0-1.5","069","","","{""Q0"":2,""Q1"":2,""Q2"":5,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","45","1079485","0.0-4.0-0.6","069","sound/theCrucifixion_Melody_21.mp3","null",""
"","12347","survey-likert","46","1091833","0.0-4.0-1.6","069","","","{""Q0"":1,""Q1"":4,""Q2"":7,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","47","1129188","0.0-4.0-0.7","069","sound/takeYouAb_Lyrics_04.mp3","null",""
"","8411","survey-likert","48","1137600","0.0-4.0-1.7","069","","","{""Q0"":7,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","49","1166014","0.0-4.0-0.8","069","sound/iWishYouLove_Lyrics_12.mp3","null",""
"","9184","survey-likert","50","1175200","0.0-4.0-1.8","069","","","{""Q0"":0,""Q1"":4,""Q2"":8,""Q3"":0,""Q4"":0}"
