"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","button_pressed","responses"
"[{""page_index"":0,""viewing_time"":131317},{""page_index"":1,""viewing_time"":5950}]","137268","instructions","0","137287","0.0-0.0","038","","",""
"","8623","audio-button-response","1","145916","0.0-1.0","038","sound/soundcheck.mp3","0",""
"[{""page_index"":0,""viewing_time"":47798}]","47799","instructions","2","193717","0.0-2.0","038","","",""
"","null","audio-button-response","3","225136","0.0-3.0-0.0","038","sound/onMusic_Lyrics_01.mp3","null",""
"","62631","survey-likert","4","287820","0.0-3.0-1.0","038","","","{""Q0"":6,""Q1"":4,""Q2"":5,""Q3"":0,""Q4"":6}"
"","null","audio-button-response","5","325177","0.0-3.0-0.1","038","sound/dream_Lyrics_11.mp3","null",""
"","17604","survey-likert","6","342785","0.0-3.0-1.1","038","","","{""Q0"":6,""Q1"":5,""Q2"":1,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","7","380152","0.0-3.0-0.2","038","sound/silentMoon_Melody_26.mp3","null",""
"","17067","survey-likert","8","397222","0.0-3.0-1.2","038","","","{""Q0"":3,""Q1"":5,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","9","434635","0.0-3.0-0.3","038","sound/bambi_Melody_24.mp3","null",""
"","11385","survey-likert","10","446024","0.0-3.0-1.3","038","","","{""Q0"":4,""Q1"":4,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","11","477667","0.0-3.0-0.4","038","sound/noMoreMissNice_Melody_32.mp3","null",""
"","19249","survey-likert","12","496953","0.0-3.0-1.4","038","","","{""Q0"":0,""Q1"":1,""Q2"":4,""Q3"":4,""Q4"":0}"
"","null","audio-button-response","13","532810","0.0-3.0-0.5","038","sound/toThisWeveCome_Lyrics_13.mp3","null",""
"","15851","survey-likert","14","548665","0.0-3.0-1.5","038","","","{""Q0"":0,""Q1"":0,""Q2"":5,""Q3"":8,""Q4"":0}"
"","null","audio-button-response","15","577088","0.0-3.0-0.6","038","sound/iWishYouLove_Melody_28.mp3","null",""
