"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","button_pressed","responses"
"[{""page_index"":0,""viewing_time"":3680},{""page_index"":1,""viewing_time"":9983}]","13664","instructions","0","13673","0.0-0.0","235","","",""
"","3784","audio-button-response","1","17463","0.0-1.0","235","sound/soundcheck.mp3","0",""
"[{""page_index"":0,""viewing_time"":15634}]","15634","instructions","2","33102","0.0-2.0","235","","",""
"","null","audio-button-response","3","70399","0.0-3.0-0.0","235","sound/bambi_Lyrics_08.mp3","null",""
"","28926","survey-likert","4","99332","0.0-3.0-1.0","235","","","{""Q0"":3,""Q1"":5,""Q2"":5,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","5","127684","0.0-3.0-0.1","235","sound/iWishYouLove_Lyrics_12.mp3","null",""
"","23497","survey-likert","6","151188","0.0-3.0-1.1","235","","","{""Q0"":2,""Q1"":6,""Q2"":6,""Q3"":0,""Q4"":2}"
"","null","audio-button-response","7","182751","0.0-3.0-0.2","235","sound/noMoreMissNice_Lyrics_16.mp3","null",""
"","12614","survey-likert","8","195369","0.0-3.0-1.2","235","","","{""Q0"":1,""Q1"":2,""Q2"":6,""Q3"":5,""Q4"":0}"
"","null","audio-button-response","9","226708","0.0-3.0-0.3","235","sound/theCrucifixion_Melody_21.mp3","null",""
"","16742","survey-likert","10","243453","0.0-3.0-1.3","235","","","{""Q0"":0,""Q1"":3,""Q2"":8,""Q3"":4,""Q4"":0}"
"","null","audio-button-response","11","280755","0.0-3.0-0.4","235","sound/silentMoon_Lyrics_10.mp3","null",""
"","12204","survey-likert","12","292996","0.0-3.0-1.4","235","","","{""Q0"":6,""Q1"":6,""Q2"":4,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","13","330305","0.0-3.0-0.5","235","sound/dream_Melody_27.mp3","null",""
"","22696","survey-likert","14","353007","0.0-3.0-1.5","235","","","{""Q0"":2,""Q1"":5,""Q2"":6,""Q3"":0,""Q4"":4}"
"","null","audio-button-response","15","390302","0.0-3.0-0.6","235","sound/takeYouAb_Lyrics_04.mp3","null",""
"","22583","survey-likert","16","412890","0.0-3.0-1.6","235","","","{""Q0"":5,""Q1"":2,""Q2"":5,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","17","451658","0.0-3.0-0.7","235","sound/thatsAll_Lyrics_15.mp3","null",""
"","15896","survey-likert","18","467559","0.0-3.0-1.7","235","","","{""Q0"":3,""Q1"":2,""Q2"":6,""Q3"":5,""Q4"":6}"
"","null","audio-button-response","19","501886","0.0-3.0-0.8","235","sound/everyTimeWeSayGoodbye_Melody_23.mp3","null",""
"","18385","survey-likert","20","520276","0.0-3.0-1.8","235","","","{""Q0"":0,""Q1"":5,""Q2"":7,""Q3"":2,""Q4"":3}"
"","null","audio-button-response","21","553102","0.0-3.0-0.9","235","sound/owlAPussyCat_Lyrics_02.mp3","null",""
"","22812","survey-likert","22","575921","0.0-3.0-1.9","235","","","{""Q0"":1,""Q1"":0,""Q2"":3,""Q3"":8,""Q4"":0}"
"","null","audio-button-response","23","611729","0.0-3.0-0.10","235","sound/dancinInTheMoonlightC_Melody_19.mp3","null",""
"","26102","survey-likert","24","637863","0.0-3.0-1.10","235","","","{""Q0"":5,""Q1"":5,""Q2"":3,""Q3"":0,""Q4"":8}"
"","null","audio-button-response","25","672133","0.0-3.0-0.11","235","sound/goognightMoon_Melody_25.mp3","null",""
"","14725","survey-likert","26","686861","0.0-3.0-1.11","235","","","{""Q0"":2,""Q1"":7,""Q2"":5,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","27","721361","0.0-3.0-0.12","235","sound/theCage_Lyrics_14.mp3","null",""
"","8808","survey-likert","28","730171","0.0-3.0-1.12","235","","","{""Q0"":4,""Q1"":4,""Q2"":4,""Q3"":8,""Q4"":0}"
"","null","audio-button-response","29","761508","0.0-3.0-0.13","235","sound/onMusic_Melody_17.mp3","null",""
"","15641","survey-likert","30","777153","0.0-3.0-1.13","235","","","{""Q0"":3,""Q1"":6,""Q2"":7,""Q3"":1,""Q4"":2}"
"","null","audio-button-response","31","811474","0.0-3.0-0.14","235","sound/willowSong_Lyrics_06.mp3","null",""
"","14647","survey-likert","32","826126","0.0-3.0-1.14","235","","","{""Q0"":1,""Q1"":5,""Q2"":7,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","33","864892","0.0-3.0-0.15","235","sound/thatsAll_Melody_31.mp3","null",""
"","14531","survey-likert","34","879426","0.0-3.0-1.15","235","","","{""Q0"":3,""Q1"":3,""Q2"":6,""Q3"":3,""Q4"":6}"
"","null","audio-button-response","35","915248","0.0-3.0-0.16","235","sound/toThisWeveCome_Melody_29.mp3","null",""
"","10403","survey-likert","36","925690","0.0-3.0-1.16","235","","","{""Q0"":0,""Q1"":0,""Q2"":5,""Q3"":7,""Q4"":0}"
"","null","audio-button-response","37","961510","0.0-4.0-0.0","235","sound/dancinInTheMoonlightC_Lyrics_03.mp3","null",""
"","17481","survey-likert","38","978996","0.0-4.0-1.0","235","","","{""Q0"":6,""Q1"":6,""Q2"":3,""Q3"":0,""Q4"":8}"
"","null","audio-button-response","39","1013507","0.0-4.0-0.1","235","sound/theCage_Melody_30.mp3","null",""
"","15121","survey-likert","40","1028633","0.0-4.0-1.1","235","","","{""Q0"":0,""Q1"":0,""Q2"":5,""Q3"":8,""Q4"":0}"
"","null","audio-button-response","41","1065952","0.0-4.0-0.2","235","sound/silentMoon_Melody_26.mp3","null",""
"","18336","survey-likert","42","1084294","0.0-4.0-1.2","235","","","{""Q0"":1,""Q1"":6,""Q2"":8,""Q3"":1,""Q4"":0}"
"","null","audio-button-response","43","1121600","0.0-4.0-0.3","235","sound/dream_Lyrics_11.mp3","null",""
"","15104","survey-likert","44","1136707","0.0-4.0-1.3","235","","","{""Q0"":1,""Q1"":5,""Q2"":7,""Q3"":0,""Q4"":2}"
"","null","audio-button-response","45","1168047","0.0-4.0-0.4","235","sound/onMusic_Lyrics_01.mp3","null",""
"","9513","survey-likert","46","1177564","0.0-4.0-1.4","235","","","{""Q0"":1,""Q1"":7,""Q2"":8,""Q3"":0,""Q4"":6}"
"","null","audio-button-response","47","1214864","0.0-4.0-0.5","235","sound/bambi_Melody_24.mp3","null",""
"","13123","survey-likert","48","1227989","0.0-4.0-1.5","235","","","{""Q0"":6,""Q1"":4,""Q2"":5,""Q3"":0,""Q4"":2}"
"","null","audio-button-response","49","1262261","0.0-4.0-0.6","235","sound/goognightMoon_Lyrics_09.mp3","null",""
"","16981","survey-likert","50","1279276","0.0-4.0-1.6","235","","","{""Q0"":2,""Q1"":7,""Q2"":7,""Q3"":1,""Q4"":2}"
"","null","audio-button-response","51","1313598","0.0-4.0-0.7","235","sound/everyTimeWeSayGoodbye_Lyrics_07.mp3","null",""
"","19154","survey-likert","52","1332755","0.0-4.0-1.7","235","","","{""Q0"":0,""Q1"":7,""Q2"":8,""Q3"":0,""Q4"":1}"
"","null","audio-button-response","53","1365594","0.0-4.0-0.8","235","sound/owlAPussyCat_Melody_18.mp3","null",""
"","13554","survey-likert","54","1379153","0.0-4.0-1.8","235","","","{""Q0"":0,""Q1"":0,""Q2"":5,""Q3"":8,""Q4"":0}"
"","null","audio-button-response","55","1414960","0.0-4.0-0.9","235","sound/toThisWeveCome_Lyrics_13.mp3","null",""
