"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","button_pressed","responses"
"[{""page_index"":0,""viewing_time"":5523},{""page_index"":1,""viewing_time"":34258}]","39783","instructions","0","39790","0.0-0.0","003","","",""
"","32906","audio-button-response","1","72704","0.0-1.0","003","sound/soundcheck.mp3","0",""
"[{""page_index"":0,""viewing_time"":47691}]","47691","instructions","2","120399","0.0-2.0","003","","",""
"","null","audio-button-response","3","154850","0.0-3.0-0.0","003","sound/theCage_Melody_30.mp3","null",""
"","36014","survey-likert","4","190869","0.0-3.0-1.0","003","","","{""Q0"":1,""Q1"":1,""Q2"":4,""Q3"":6,""Q4"":6}"
"","null","audio-button-response","5","228099","0.0-3.0-0.1","003","sound/silentMoon_Melody_26.mp3","null",""
"","30023","survey-likert","6","258173","0.0-3.0-1.1","003","","","{""Q0"":5,""Q1"":5,""Q2"":3,""Q3"":4,""Q4"":1}"
"","null","audio-button-response","7","295409","0.0-3.0-0.2","003","sound/takeYouAb_Melody_20.mp3","null",""
"","25953","survey-likert","8","321366","0.0-3.0-1.2","003","","","{""Q0"":7,""Q1"":2,""Q2"":0,""Q3"":0,""Q4"":4}"
"","null","audio-button-response","9","355620","0.0-3.0-0.3","003","sound/everyTimeWeSayGoodbye_Lyrics_07.mp3","null",""
"","29077","survey-likert","10","384700","0.0-3.0-1.3","003","","","{""Q0"":3,""Q1"":3,""Q2"":2,""Q3"":4,""Q4"":2}"
"","null","audio-button-response","11","417463","0.0-3.0-0.4","003","sound/owlAPussyCat_Melody_18.mp3","null",""
"","23488","survey-likert","12","440955","0.0-3.0-1.4","003","","","{""Q0"":2,""Q1"":2,""Q2"":5,""Q3"":5,""Q4"":0}"
"","null","audio-button-response","13","475204","0.0-3.0-0.5","003","sound/goognightMoon_Lyrics_09.mp3","null",""
"","25602","survey-likert","14","500811","0.0-3.0-1.5","003","","","{""Q0"":3,""Q1"":5,""Q2"":5,""Q3"":4,""Q4"":4}"
"","null","audio-button-response","15","535277","0.0-3.0-0.6","003","sound/willowSong_Melody_22.mp3","null",""
"","34024","survey-likert","16","569304","0.0-3.0-1.6","003","","","{""Q0"":5,""Q1"":3,""Q2"":5,""Q3"":5,""Q4"":3}"
"","null","audio-button-response","17","597596","0.0-3.0-0.7","003","sound/iWishYouLove_Melody_28.mp3","null",""
"","25248","survey-likert","18","622848","0.0-3.0-1.7","003","","","{""Q0"":2,""Q1"":3,""Q2"":6,""Q3"":5,""Q4"":2}"
"","null","audio-button-response","19","660078","0.0-3.0-0.8","003","sound/dream_Lyrics_11.mp3","null",""
"","27869","survey-likert","20","687951","0.0-3.0-1.8","003","","","{""Q0"":4,""Q1"":4,""Q2"":5,""Q3"":5,""Q4"":1}"
"","null","audio-button-response","21","719229","0.0-3.0-0.9","003","sound/theCrucifixion_Lyrics_05.mp3","null",""
"","19740","survey-likert","22","738978","0.0-3.0-1.9","003","","","{""Q0"":0,""Q1"":6,""Q2"":7,""Q3"":5,""Q4"":0}"
"","null","audio-button-response","23","770298","0.0-3.0-0.10","003","sound/onMusic_Lyrics_01.mp3","null",""
"","18562","survey-likert","24","788865","0.0-3.0-1.10","003","","","{""Q0"":5,""Q1"":6,""Q2"":4,""Q3"":1,""Q4"":1}"
"","null","audio-button-response","25","824606","0.0-3.0-0.11","003","sound/toThisWeveCome_Lyrics_13.mp3","null",""
"","13875","survey-likert","26","838484","0.0-3.0-1.11","003","","","{""Q0"":0,""Q1"":0,""Q2"":7,""Q3"":7,""Q4"":4}"
"","null","audio-button-response","27","869997","0.0-3.0-0.12","003","sound/noMoreMissNice_Melody_32.mp3","null",""
"","28484","survey-likert","28","898481","0.0-3.0-1.12","003","","","{""Q0"":5,""Q1"":4,""Q2"":5,""Q3"":5,""Q4"":2}"
"","null","audio-button-response","29","935721","0.0-3.0-0.13","003","sound/bambi_Melody_24.mp3","null",""
"","18816","survey-likert","30","954541","0.0-3.0-1.13","003","","","{""Q0"":6,""Q1"":5,""Q2"":2,""Q3"":3,""Q4"":3}"
"","null","audio-button-response","31","990282","0.0-3.0-0.14","003","sound/dancinInTheMoonlightC_Lyrics_03.mp3","null",""
"","15949","survey-likert","32","1006235","0.0-3.0-1.14","003","","","{""Q0"":5,""Q1"":5,""Q2"":4,""Q3"":4,""Q4"":4}"
"","null","audio-button-response","33","1042022","0.0-4.0-0.0","003","sound/dancinInTheMoonlightC_Melody_19.mp3","null",""
"","9785","survey-likert","34","1051813","0.0-4.0-1.0","003","","","{""Q0"":6,""Q1"":5,""Q2"":4,""Q3"":4,""Q4"":4}"
"","null","audio-button-response","35","1083088","0.0-4.0-0.1","003","sound/theCrucifixion_Melody_21.mp3","null",""
"","15186","survey-likert","36","1098277","0.0-4.0-1.1","003","","","{""Q0"":2,""Q1"":3,""Q2"":7,""Q3"":7,""Q4"":6}"
"","null","audio-button-response","37","1134022","0.0-4.0-0.2","003","sound/toThisWeveCome_Melody_29.mp3","null",""
"","11263","survey-likert","38","1145287","0.0-4.0-1.2","003","","","{""Q0"":0,""Q1"":1,""Q2"":7,""Q3"":8,""Q4"":7}"
"","null","audio-button-response","39","1179545","0.0-4.0-0.3","003","sound/willowSong_Lyrics_06.mp3","null",""
"","14275","survey-likert","40","1193823","0.0-4.0-1.3","003","","","{""Q0"":5,""Q1"":4,""Q2"":5,""Q3"":5,""Q4"":3}"
"","null","audio-button-response","41","1232516","0.0-4.0-0.4","003","sound/thatsAll_Lyrics_15.mp3","null",""
"","12215","survey-likert","42","1244736","0.0-4.0-1.4","003","","","{""Q0"":5,""Q1"":3,""Q2"":5,""Q3"":5,""Q4"":2}"
"","null","audio-button-response","43","1283475","0.0-4.0-0.5","003","sound/thatsAll_Melody_31.mp3","null",""
"","10606","survey-likert","44","1294086","0.0-4.0-1.5","003","","","{""Q0"":5,""Q1"":4,""Q2"":5,""Q3"":5,""Q4"":4}"
"","null","audio-button-response","45","1326848","0.0-4.0-0.6","003","sound/owlAPussyCat_Lyrics_02.mp3","null",""
"","14189","survey-likert","46","1341042","0.0-4.0-1.6","003","","","{""Q0"":4,""Q1"":3,""Q2"":5,""Q3"":5,""Q4"":1}"
"","null","audio-button-response","47","1372311","0.0-4.0-0.7","003","sound/onMusic_Melody_17.mp3","null",""
"","14702","survey-likert","48","1387016","0.0-4.0-1.7","003","","","{""Q0"":5,""Q1"":5,""Q2"":4,""Q3"":5,""Q4"":3}"
"","null","audio-button-response","49","1424244","0.0-4.0-0.8","003","sound/dream_Melody_27.mp3","null",""
"","10531","survey-likert","50","1434778","0.0-4.0-1.8","003","","","{""Q0"":5,""Q1"":6,""Q2"":5,""Q3"":5,""Q4"":2}"
"","null","audio-button-response","51","1463068","0.0-4.0-0.9","003","sound/iWishYouLove_Lyrics_12.mp3","null",""
"","11827","survey-likert","52","1474898","0.0-4.0-1.9","003","","","{""Q0"":4,""Q1"":5,""Q2"":6,""Q3"":5,""Q4"":4}"
"","null","audio-button-response","53","1506412","0.0-4.0-0.10","003","sound/noMoreMissNice_Lyrics_16.mp3","null",""
"","13205","survey-likert","54","1519619","0.0-4.0-1.10","003","","","{""Q0"":4,""Q1"":3,""Q2"":5,""Q3"":5,""Q4"":1}"
"","null","audio-button-response","55","1554098","0.0-4.0-0.11","003","sound/theCage_Lyrics_14.mp3","null",""
"","14109","survey-likert","56","1568211","0.0-4.0-1.11","003","","","{""Q0"":4,""Q1"":2,""Q2"":5,""Q3"":5,""Q4"":0}"
"","null","audio-button-response","57","1605447","0.0-4.0-0.12","003","sound/takeYouAb_Lyrics_04.mp3","null",""
"","10834","survey-likert","58","1616285","0.0-4.0-1.12","003","","","{""Q0"":6,""Q1"":4,""Q2"":4,""Q3"":4,""Q4"":5}"
"","null","audio-button-response","59","1650490","0.0-4.0-0.13","003","sound/goognightMoon_Melody_25.mp3","null",""
"","12111","survey-likert","60","1662606","0.0-4.0-1.13","003","","","{""Q0"":4,""Q1"":6,""Q2"":6,""Q3"":5,""Q4"":2}"
"","null","audio-button-response","61","1699843","0.0-4.0-0.14","003","sound/bambi_Lyrics_08.mp3","null",""
"","10407","survey-likert","62","1710255","0.0-4.0-1.14","003","","","{""Q0"":4,""Q1"":3,""Q2"":5,""Q3"":5,""Q4"":2}"
"","null","audio-button-response","63","1744506","0.0-4.0-0.15","003","sound/everyTimeWeSayGoodbye_Melody_23.mp3","null",""
"","10785","survey-likert","64","1755296","0.0-4.0-1.15","003","","","{""Q0"":5,""Q1"":6,""Q2"":5,""Q3"":4,""Q4"":4}"
"","null","audio-button-response","65","1792530","0.0-4.0-0.16","003","sound/silentMoon_Lyrics_10.mp3","null",""
"","11708","survey-likert","66","1804241","0.0-4.0-1.16","003","","","{""Q0"":4,""Q1"":5,""Q2"":5,""Q3"":5,""Q4"":5}"
