"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"5698","32","text","0","5701","0.0-0.0","201",""
"10425","32","text","1","17139","0.0-1.0","201",""
"7536","32","text","2","25680","0.0-2.0","201",""
"41006","","survey-likert","3","67724","0.0-3.0","201","{""Q0"":""6"",""Q1"":""6"",""Q2"":""5"",""Q3"":""5"",""Q4"":""1"",""Q5"":""5"",""Q6"":""5"",""Q7"":""6"",""Q8"":""1"",""Q9"":""6""}"
"45001","","survey-likert","4","113754","0.0-4.0","201","{""Q0"":""1"",""Q1"":""6"",""Q2"":""2"",""Q3"":""0"",""Q4"":""5"",""Q5"":""5"",""Q6"":""0"",""Q7"":""5"",""Q8"":""5"",""Q9"":""6""}"
"47403","","survey-likert","5","162173","0.0-5.0","201","{""Q0"":""4"",""Q1"":""5"",""Q2"":""1"",""Q3"":""5"",""Q4"":""0"",""Q5"":""5"",""Q6"":""0"",""Q7"":""5"",""Q8"":""4"",""Q9"":""2"",""Q10"":""5""}"
"64394","","survey-likert","6","227588","0.0-6.0","201","{""Q0"":""4"",""Q1"":""4"",""Q2"":""4"",""Q3"":""4"",""Q4"":""5"",""Q5"":""4"",""Q6"":""2""}"
"9270","","survey-text","7","237875","0.0-7.0","201","{""Q0"":""voice\n""}"
"4873","13","text","8","243759","0.0-8.0","201",""
"33670","","survey-likert","9","278457","0.0-9.0","201","{""Q0"":""5"",""Q1"":""5"",""Q2"":""2"",""Q3"":""4"",""Q4"":""6"",""Q5"":""4"",""Q6"":""5"",""Q7"":""6"",""Q8"":""6"",""Q9"":""5"",""Q10"":""4"",""Q11"":""4"",""Q12"":""5"",""Q13"":""4""}"
"17646","","survey-likert","10","297126","0.0-10.0","201","{""Q0"":""3"",""Q1"":""5"",""Q2"":""5""}"
"51545","","survey-likert","11","349691","0.0-11.0","201","{""Q0"":""1"",""Q1"":""3"",""Q2"":""3"",""Q3"":""1"",""Q4"":""3"",""Q5"":""2"",""Q6"":""2"",""Q7"":""0"",""Q8"":""4""}"
"10435","","survey-text","12","361140","0.0-12.0","201","{""Q0"":""20"",""Q1"":""FEMALE""}"
"10268","","survey-likert","13","372418","0.0-13.0","201","{""Q0"":""1""}"
"8494","","survey-text","14","381928","0.0-14.0","201","{""Q0"":""zoloft""}"
"23199","32","text","15","406130","0.0-15.0","201",""
