"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"3154","32","text","0","3156","0.0-0.0","222",""
"25457","32","text","1","29627","0.0-1.0","222",""
"10168","32","text","2","40805","0.0-2.0","222",""
"70829","","survey-likert","3","112669","0.0-3.0","222","{""Q0"":""6"",""Q1"":""6"",""Q2"":""5"",""Q3"":""1"",""Q4"":""2"",""Q5"":""4"",""Q6"":""5"",""Q7"":""5"",""Q8"":""0"",""Q9"":""4""}"
"85287","","survey-likert","4","198986","0.0-4.0","222","{""Q0"":""3"",""Q1"":""5"",""Q2"":""4"",""Q3"":""0"",""Q4"":""5"",""Q5"":""5"",""Q6"":""2"",""Q7"":""6"",""Q8"":""4"",""Q9"":""5""}"
"77172","","survey-likert","5","277181","0.0-5.0","222","{""Q0"":""3"",""Q1"":""6"",""Q2"":""2"",""Q3"":""5"",""Q4"":""6"",""Q5"":""4"",""Q6"":""0"",""Q7"":""4"",""Q8"":""2"",""Q9"":""1"",""Q10"":""4""}"
"81696","","survey-likert","6","359894","0.0-6.0","222","{""Q0"":""5"",""Q1"":""2"",""Q2"":""5"",""Q3"":""3"",""Q4"":""5"",""Q5"":""1"",""Q6"":""5""}"
"7212","","survey-text","7","368126","0.0-7.0","222","{""Q0"":""trumpet""}"
"10862","32","text","8","379997","0.0-8.0","222",""
"41079","","survey-likert","9","422106","0.0-9.0","222","{""Q0"":""1"",""Q1"":""4"",""Q2"":""2"",""Q3"":""5"",""Q4"":""3"",""Q5"":""0"",""Q6"":""3"",""Q7"":""5"",""Q8"":""5"",""Q9"":""4"",""Q10"":""4"",""Q11"":""4"",""Q12"":""3"",""Q13"":""6""}"
"24284","","survey-likert","10","447410","0.0-10.0","222","{""Q0"":""4"",""Q1"":""5"",""Q2"":""5""}"
"49758","","survey-likert","11","498184","0.0-11.0","222","{""Q0"":""1"",""Q1"":""3"",""Q2"":""3"",""Q3"":""1"",""Q4"":""3"",""Q5"":""3"",""Q6"":""1"",""Q7"":""3"",""Q8"":""3""}"
"15162","","survey-text","12","514361","0.0-12.0","222","{""Q0"":""19"",""Q1"":""MALE""}"
"4035","","survey-likert","13","519409","0.0-13.0","222","{""Q0"":""1""}"
"7030","","survey-text","14","527447","0.0-14.0","222","{""Q0"":""N/A""}"
"49785","32","text","15","578237","0.0-15.0","222",""
