"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"4176","32","text","0","4180","0.0-0.0","210",""
"25662","32","text","1","30849","0.0-1.0","210",""
"53576","32","text","2","85429","0.0-2.0","210",""
"160917","","survey-likert","3","247403","0.0-3.0","210","{""Q0"":""4"",""Q1"":""4"",""Q2"":""1"",""Q3"":""3"",""Q4"":""6"",""Q5"":""6"",""Q6"":""5"",""Q7"":""3"",""Q8"":""4"",""Q9"":""4""}"
"155278","","survey-likert","4","403707","0.0-4.0","210","{""Q0"":""3"",""Q1"":""5"",""Q2"":""3"",""Q3"":""0"",""Q4"":""3"",""Q5"":""5"",""Q6"":""2"",""Q7"":""4"",""Q8"":""3"",""Q9"":""5""}"
"205030","","survey-likert","5","609759","0.0-5.0","210","{""Q0"":""4"",""Q1"":""5"",""Q2"":""3"",""Q3"":""5"",""Q4"":""2"",""Q5"":""4"",""Q6"":""1"",""Q7"":""3"",""Q8"":""2"",""Q9"":""0"",""Q10"":""5""}"
"167960","","survey-likert","6","778736","0.0-6.0","210","{""Q0"":""6"",""Q1"":""1"",""Q2"":""4"",""Q3"":""2"",""Q4"":""4"",""Q5"":""2"",""Q6"":""5""}"
"24105","","survey-text","7","803858","0.0-7.0","210","{""Q0"":""Voice""}"
"5650","32","text","8","810511","0.0-8.0","210",""
"81423","","survey-likert","9","892965","0.0-9.0","210","{""Q0"":""6"",""Q1"":""3"",""Q2"":""4"",""Q3"":""5"",""Q4"":""3"",""Q5"":""1"",""Q6"":""4"",""Q7"":""5"",""Q8"":""5"",""Q9"":""3"",""Q10"":""5"",""Q11"":""6"",""Q12"":""3"",""Q13"":""6""}"
"103185","","survey-likert","10","997168","0.0-10.0","210","{""Q0"":""2"",""Q1"":""7"",""Q2"":""6""}"
"74636","","survey-likert","11","1072820","0.0-11.0","210","{""Q0"":""1"",""Q1"":""4"",""Q2"":""0"",""Q3"":""1"",""Q4"":""4"",""Q5"":""0"",""Q6"":""1"",""Q7"":""4"",""Q8"":""0""}"
"32753","","survey-text","12","1106587","0.0-12.0","210","{""Q0"":""26"",""Q1"":""FEMALE""}"
"6221","","survey-likert","13","1113814","0.0-13.0","210","{""Q0"":""1""}"
"9329","","survey-text","14","1124154","0.0-14.0","210","{""Q0"":""N/A""}"
"23165","32","text","15","1148355","0.0-15.0","210",""
