"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"6127","32","text","0","6128","0.0-0.0","087",""
"4234","32","text","1","11384","0.0-1.0","087",""
"37995","32","text","2","50383","0.0-2.0","087",""
"45031","","survey-likert","3","96435","0.0-3.0","087","{""Q0"":""4"",""Q1"":""6"",""Q2"":""0"",""Q3"":""1"",""Q4"":""4"",""Q5"":""5"",""Q6"":""6"",""Q7"":""1"",""Q8"":""0"",""Q9"":""4""}"
"48090","","survey-likert","4","145536","0.0-4.0","087","{""Q0"":""5"",""Q1"":""1"",""Q2"":""4"",""Q3"":""5"",""Q4"":""5"",""Q5"":""6"",""Q6"":""1"",""Q7"":""4"",""Q8"":""1"",""Q9"":""4""}"
"42293","","survey-likert","5","188840","0.0-5.0","087","{""Q0"":""6"",""Q1"":""4"",""Q2"":""4"",""Q3"":""4"",""Q4"":""1"",""Q5"":""4"",""Q6"":""6"",""Q7"":""4"",""Q8"":""4"",""Q9"":""1"",""Q10"":""6""}"
"38352","","survey-likert","6","228215","0.0-6.0","087","{""Q0"":""0"",""Q1"":""0"",""Q2"":""3"",""Q3"":""2"",""Q4"":""0"",""Q5"":""0"",""Q6"":""3""}"
"13168","","survey-text","7","242390","0.0-7.0","087","{""Q0"":""Ukulele""}"
"3427","50","text","8","246830","0.0-8.0","087",""
"28776","","survey-likert","9","276637","0.0-9.0","087","{""Q0"":""4"",""Q1"":""4"",""Q2"":""4"",""Q3"":""3"",""Q4"":""4"",""Q5"":""6"",""Q6"":""4"",""Q7"":""4"",""Q8"":""4"",""Q9"":""4"",""Q10"":""4"",""Q11"":""5"",""Q12"":""2"",""Q13"":""4""}"
"22596","","survey-likert","10","300239","0.0-10.0","087","{""Q0"":""7"",""Q1"":""5"",""Q2"":""7""}"
"25616","","survey-likert","11","326862","0.0-11.0","087","{""Q0"":""0"",""Q1"":""0"",""Q2"":""0"",""Q3"":""0"",""Q4"":""0"",""Q5"":""0"",""Q6"":""0"",""Q7"":""0"",""Q8"":""0""}"
"11660","","survey-text","12","339533","0.0-12.0","087","{""Q0"":""18"",""Q1"":""MALE""}"
"4650","","survey-likert","13","345190","0.0-13.0","087","{""Q0"":""0""}"
"4842","","survey-text","14","351044","0.0-14.0","087","{""Q0"":""Vyvanse""}"
"12306","32","text","15","364358","0.0-15.0","087",""
