"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"4380","32","text","0","4382","0.0-0.0","070",""
"3091","67","text","1","8480","0.0-1.0","070",""
"7740","32","text","2","17232","0.0-2.0","070",""
"43478","","survey-likert","3","61729","0.0-3.0","070","{""Q0"":""4"",""Q1"":""5"",""Q2"":""1"",""Q3"":""4"",""Q4"":""2"",""Q5"":""4"",""Q6"":""5"",""Q7"":""4"",""Q8"":""1"",""Q9"":""1""}"
"45496","","survey-likert","4","108236","0.0-4.0","070","{""Q0"":""4"",""Q1"":""2"",""Q2"":""3"",""Q3"":""5"",""Q4"":""1"",""Q5"":""5"",""Q6"":""4"",""Q7"":""4"",""Q8"":""3"",""Q9"":""4""}"
"43887","","survey-likert","5","153148","0.0-5.0","070","{""Q0"":""5"",""Q1"":""2"",""Q2"":""5"",""Q3"":""3"",""Q4"":""4"",""Q5"":""5"",""Q6"":""5"",""Q7"":""3"",""Q8"":""4"",""Q9"":""2"",""Q10"":""5""}"
"38307","","survey-likert","6","192475","0.0-6.0","070","{""Q0"":""4"",""Q1"":""1"",""Q2"":""1"",""Q3"":""0"",""Q4"":""0"",""Q5"":""0"",""Q6"":""2""}"
"9535","","survey-text","7","203032","0.0-7.0","070","{""Q0"":""voice""}"
"3067","32","text","8","207118","0.0-8.0","070",""
"28996","","survey-likert","9","237137","0.0-9.0","070","{""Q0"":""2"",""Q1"":""1"",""Q2"":""6"",""Q3"":""4"",""Q4"":""2"",""Q5"":""2"",""Q6"":""2"",""Q7"":""1"",""Q8"":""1"",""Q9"":""1"",""Q10"":""5"",""Q11"":""4"",""Q12"":""2"",""Q13"":""4""}"
"26458","","survey-likert","10","264602","0.0-10.0","070","{""Q0"":""8"",""Q1"":""5"",""Q2"":""5""}"
"20198","","survey-likert","11","285825","0.0-11.0","070","{""Q0"":""0"",""Q1"":""0"",""Q2"":""0"",""Q3"":""0"",""Q4"":""0"",""Q5"":""0"",""Q6"":""0"",""Q7"":""0"",""Q8"":""0""}"
"10074","","survey-text","12","296910","0.0-12.0","070","{""Q0"":""18"",""Q1"":""male""}"
"4620","","survey-likert","13","302542","0.0-13.0","070","{""Q0"":""1""}"
"3903","","survey-text","14","307453","0.0-14.0","070","{""Q0"":""""}"
"74010","32","text","15","382481","0.0-15.0","070",""
