"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"2232","32","text","0","2234","0.0-0.0","073",""
"4032","13","text","1","7278","0.0-1.0","073",""
"9382","32","text","2","17679","0.0-2.0","073",""
"66053","","survey-likert","3","84761","0.0-3.0","073","{""Q0"":""4"",""Q1"":""4"",""Q2"":""3"",""Q3"":""4"",""Q4"":""5"",""Q5"":""6"",""Q6"":""6"",""Q7"":""3"",""Q8"":""0"",""Q9"":""4""}"
"49553","","survey-likert","4","135328","0.0-4.0","073","{""Q0"":""0"",""Q1"":""6"",""Q2"":""0"",""Q3"":""1"",""Q4"":""3"",""Q5"":""6"",""Q6"":""0"",""Q7"":""6"",""Q8"":""4"",""Q9"":""6""}"
"52125","","survey-likert","5","188480","0.0-5.0","073","{""Q0"":""1"",""Q1"":""6"",""Q2"":""2"",""Q3"":""6"",""Q4"":""3"",""Q5"":""6"",""Q6"":""4"",""Q7"":""5"",""Q8"":""6"",""Q9"":""5"",""Q10"":""5""}"
"53824","","survey-likert","6","243327","0.0-6.0","073","{""Q0"":""6"",""Q1"":""4"",""Q2"":""3"",""Q3"":""0"",""Q4"":""0"",""Q5"":""0"",""Q6"":""2""}"
"7751","","survey-text","7","252102","0.0-7.0","073","{""Q0"":""My voice""}"
"4556","32","text","8","257662","0.0-8.0","073",""
"32396","","survey-likert","9","291081","0.0-9.0","073","{""Q0"":""6"",""Q1"":""3"",""Q2"":""5"",""Q3"":""6"",""Q4"":""2"",""Q5"":""4"",""Q6"":""1"",""Q7"":""0"",""Q8"":""5"",""Q9"":""4"",""Q10"":""6"",""Q11"":""5"",""Q12"":""0"",""Q13"":""5""}"
"18972","","survey-likert","10","311078","0.0-10.0","073","{""Q0"":""2"",""Q1"":""6"",""Q2"":""3""}"
"24018","","survey-likert","11","336110","0.0-11.0","073","{""Q0"":""0"",""Q1"":""0"",""Q2"":""0"",""Q3"":""0"",""Q4"":""0"",""Q5"":""0"",""Q6"":""0"",""Q7"":""0"",""Q8"":""0""}"
"9956","","survey-text","12","347086","0.0-12.0","073","{""Q0"":""19"",""Q1"":""FEMALE""}"
"4954","","survey-likert","13","353061","0.0-13.0","073","{""Q0"":""1""}"
"6797","","survey-text","14","360868","0.0-14.0","073","{""Q0"":""N/A""}"
"14570","32","text","15","376445","0.0-15.0","073",""
