"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"6489","32","text","0","6490","0.0-0.0","046",""
"13863","32","text","1","21368","0.0-1.0","046",""
"9784","32","text","2","32167","0.0-2.0","046",""
"86223","","survey-likert","3","119418","0.0-3.0","046","{""Q0"":""5"",""Q1"":""4"",""Q2"":""1"",""Q3"":""5"",""Q4"":""4"",""Q5"":""5"",""Q6"":""3"",""Q7"":""4"",""Q8"":""1"",""Q9"":""6""}"
"97181","","survey-likert","4","217623","0.0-4.0","046","{""Q0"":""1"",""Q1"":""4"",""Q2"":""2"",""Q3"":""1"",""Q4"":""5"",""Q5"":""4"",""Q6"":""2"",""Q7"":""4"",""Q8"":""3"",""Q9"":""5""}"
"89253","","survey-likert","5","307903","0.0-5.0","046","{""Q0"":""3"",""Q1"":""5"",""Q2"":""1"",""Q3"":""4"",""Q4"":""1"",""Q5"":""3"",""Q6"":""1"",""Q7"":""2"",""Q8"":""4"",""Q9"":""2"",""Q10"":""5""}"
"111485","","survey-likert","6","420415","0.0-6.0","046","{""Q0"":""5"",""Q1"":""5"",""Q2"":""3"",""Q3"":""0"",""Q4"":""5"",""Q5"":""1"",""Q6"":""1""}"
"18166","","survey-text","7","439597","0.0-7.0","046","{""Q0"":""voice/marimba""}"
"4146","13","text","8","444747","0.0-8.0","046",""
"57047","","survey-likert","9","502808","0.0-9.0","046","{""Q0"":""5"",""Q1"":""5"",""Q2"":""5"",""Q3"":""4"",""Q4"":""4"",""Q5"":""2"",""Q6"":""4"",""Q7"":""4"",""Q8"":""3"",""Q9"":""4"",""Q10"":""5"",""Q11"":""4"",""Q12"":""2"",""Q13"":""5""}"
"47396","","survey-likert","10","551214","0.0-10.0","046","{""Q0"":""1"",""Q1"":""5"",""Q2"":""8""}"
"83318","","survey-likert","11","635558","0.0-11.0","046","{""Q0"":""0"",""Q1"":""0"",""Q2"":""0"",""Q3"":""0"",""Q4"":""0"",""Q5"":""0"",""Q6"":""0"",""Q7"":""0"",""Q8"":""0""}"
"16055","","survey-text","12","652621","0.0-12.0","046","{""Q0"":""19"",""Q1"":""FEMALE""}"
"3778","","survey-likert","13","657420","0.0-13.0","046","{""Q0"":""1""}"
"4061","","survey-text","14","662507","0.0-14.0","046","{""Q0"":""""}"
"9500","32","text","15","673020","0.0-15.0","046",""
