"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"4001","32","text","0","4002","0.0-0.0","089",""
"7447","32","text","1","12456","0.0-1.0","089",""
"9619","32","text","2","23078","0.0-2.0","089",""
"49672","","survey-likert","3","73769","0.0-3.0","089","{""Q0"":""5"",""Q1"":""5"",""Q2"":""0"",""Q3"":""0"",""Q4"":""4"",""Q5"":""5"",""Q6"":""5"",""Q7"":""3"",""Q8"":""1"",""Q9"":""3""}"
"58901","","survey-likert","4","133687","0.0-4.0","089","{""Q0"":""1"",""Q1"":""4"",""Q2"":""1"",""Q3"":""3"",""Q4"":""3"",""Q5"":""5"",""Q6"":""3"",""Q7"":""6"",""Q8"":""5"",""Q9"":""4""}"
"60870","","survey-likert","5","195575","0.0-5.0","089","{""Q0"":""2"",""Q1"":""5"",""Q2"":""3"",""Q3"":""5"",""Q4"":""4"",""Q5"":""5"",""Q6"":""6"",""Q7"":""4"",""Q8"":""3"",""Q9"":""1"",""Q10"":""4""}"
"24430","","survey-likert","6","221022","0.0-6.0","089","{""Q0"":""0"",""Q1"":""0"",""Q2"":""3"",""Q3"":""0"",""Q4"":""0"",""Q5"":""0"",""Q6"":""3""}"
"10697","","survey-text","7","232726","0.0-7.0","089","{""Q0"":""voice\n""}"
"2596","32","text","8","236333","0.0-8.0","089",""
"40014","","survey-likert","9","277359","0.0-9.0","089","{""Q0"":""1"",""Q1"":""3"",""Q2"":""0"",""Q3"":""4"",""Q4"":""2"",""Q5"":""4"",""Q6"":""1"",""Q7"":""0"",""Q8"":""5"",""Q9"":""3"",""Q10"":""6"",""Q11"":""3"",""Q12"":""4"",""Q13"":""3""}"
"22588","","survey-likert","10","300958","0.0-10.0","089","{""Q0"":""4"",""Q1"":""5"",""Q2"":""5""}"
"22584","","survey-likert","11","324558","0.0-11.0","089","{""Q0"":""0"",""Q1"":""0"",""Q2"":""0"",""Q3"":""0"",""Q4"":""0"",""Q5"":""0"",""Q6"":""0"",""Q7"":""0"",""Q8"":""0""}"
"11738","","survey-text","12","337317","0.0-12.0","089","{""Q0"":""19"",""Q1"":""Male""}"
"3671","","survey-likert","13","341997","0.0-13.0","089","{""Q0"":""1""}"
"2331","","survey-text","14","345348","0.0-14.0","089","{""Q0"":""""}"
"6293","32","text","15","352660","0.0-15.0","089",""
