"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"6824","32","text","0","6827","0.0-0.0","083",""
"6858","32","text","1","14694","0.0-1.0","083",""
"4693","32","text","2","20407","0.0-2.0","083",""
"98503","","survey-likert","3","119929","0.0-3.0","083","{""Q0"":""1"",""Q1"":""1"",""Q2"":""0"",""Q3"":""4"",""Q4"":""6"",""Q5"":""5"",""Q6"":""4"",""Q7"":""2"",""Q8"":""0"",""Q9"":""1""}"
"105035","","survey-likert","4","225976","0.0-4.0","083","{""Q0"":""1"",""Q1"":""5"",""Q2"":""1"",""Q3"":""5"",""Q4"":""0"",""Q5"":""5"",""Q6"":""1"",""Q7"":""5"",""Q8"":""4"",""Q9"":""5""}"
"98775","","survey-likert","5","325776","0.0-5.0","083","{""Q0"":""4"",""Q1"":""5"",""Q2"":""3"",""Q3"":""2"",""Q4"":""5"",""Q5"":""5"",""Q6"":""6"",""Q7"":""5"",""Q8"":""3"",""Q9"":""0"",""Q10"":""6""}"
"67967","","survey-likert","6","394759","0.0-6.0","083","{""Q0"":""0"",""Q1"":""0"",""Q2"":""3"",""Q3"":""0"",""Q4"":""0"",""Q5"":""0"",""Q6"":""2""}"
"8452","","survey-text","7","404230","0.0-7.0","083","{""Q0"":""none""}"
"6611","32","text","8","411854","0.0-8.0","083",""
"81451","","survey-likert","9","494329","0.0-9.0","083","{""Q0"":""4"",""Q1"":""4"",""Q2"":""6"",""Q3"":""2"",""Q4"":""6"",""Q5"":""4"",""Q6"":""3"",""Q7"":""1"",""Q8"":""4"",""Q9"":""3"",""Q10"":""2"",""Q11"":""4"",""Q12"":""0"",""Q13"":""3""}"
"41611","","survey-likert","10","536958","0.0-10.0","083","{""Q0"":""3"",""Q1"":""3"",""Q2"":""5""}"
"49650","","survey-likert","11","587630","0.0-11.0","083","{""Q0"":""0"",""Q1"":""0"",""Q2"":""0"",""Q3"":""0"",""Q4"":""0"",""Q5"":""0"",""Q6"":""0"",""Q7"":""0"",""Q8"":""0""}"
"14601","","survey-text","12","603237","0.0-12.0","083","{""Q0"":""19"",""Q1"":""FEMALE""}"
"12920","","survey-likert","13","617165","0.0-13.0","083","{""Q0"":""0""}"
"9184","","survey-text","14","627373","0.0-14.0","083","{""Q0"":""ADDERAL""}"
"22328","32","text","15","650701","0.0-15.0","083",""
