"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"5207","32","text","0","5211","0.0-0.0","229",""
"2197","32","text","1","8423","0.0-1.0","229",""
"3215","32","text","2","12649","0.0-2.0","229",""
"53082","","survey-likert","3","66757","0.0-3.0","229","{""Q0"":""5"",""Q1"":""5"",""Q2"":""3"",""Q3"":""4"",""Q4"":""3"",""Q5"":""5"",""Q6"":""5"",""Q7"":""5"",""Q8"":""1"",""Q9"":""5""}"
"61464","","survey-likert","4","129247","0.0-4.0","229","{""Q0"":""2"",""Q1"":""3"",""Q2"":""3"",""Q3"":""1"",""Q4"":""3"",""Q5"":""4"",""Q6"":""2"",""Q7"":""5"",""Q8"":""4"",""Q9"":""5""}"
"62279","","survey-likert","5","192554","0.0-5.0","229","{""Q0"":""2"",""Q1"":""5"",""Q2"":""1"",""Q3"":""5"",""Q4"":""2"",""Q5"":""4"",""Q6"":""0"",""Q7"":""4"",""Q8"":""4"",""Q9"":""3"",""Q10"":""5""}"
"40893","","survey-likert","6","234469","0.0-6.0","229","{""Q0"":""6"",""Q1"":""4"",""Q2"":""4"",""Q3"":""4"",""Q4"":""5"",""Q5"":""1"",""Q6"":""1""}"
"6010","","survey-text","7","241492","0.0-7.0","229","{""Q0"":""voice""}"
"3379","78","text","8","245881","0.0-8.0","229",""
"36309","","survey-likert","9","283225","0.0-9.0","229","{""Q0"":""4"",""Q1"":""5"",""Q2"":""0"",""Q3"":""3"",""Q4"":""3"",""Q5"":""5"",""Q6"":""5"",""Q7"":""4"",""Q8"":""4"",""Q9"":""5"",""Q10"":""3"",""Q11"":""3"",""Q12"":""1"",""Q13"":""4""}"
"22110","","survey-likert","10","306352","0.0-10.0","229","{""Q0"":""5"",""Q1"":""6"",""Q2"":""5""}"
"35851","","survey-likert","11","343222","0.0-11.0","229","{""Q0"":""1"",""Q1"":""4"",""Q2"":""0"",""Q3"":""1"",""Q4"":""4"",""Q5"":""0"",""Q6"":""1"",""Q7"":""4"",""Q8"":""0""}"
"14536","","survey-text","12","358769","0.0-12.0","229","{""Q0"":""21"",""Q1"":""FEMALE""}"
"5566","","survey-likert","13","365345","0.0-13.0","229","{""Q0"":""1""}"
"2150","","survey-text","14","368510","0.0-14.0","229","{""Q0"":""""}"
"3539","32","text","15","373054","0.0-15.0","229",""
