"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"12017","32","text","0","12019","0.0-0.0","085",""
"12175","32","text","1","25199","0.0-1.0","085",""
"3301","32","text","2","29503","0.0-2.0","085",""
"56903","","survey-likert","3","87427","0.0-3.0","085","{""Q0"":""5"",""Q1"":""4"",""Q2"":""0"",""Q3"":""1"",""Q4"":""5"",""Q5"":""6"",""Q6"":""4"",""Q7"":""2"",""Q8"":""0"",""Q9"":""4""}"
"70758","","survey-likert","4","159201","0.0-4.0","085","{""Q0"":""1"",""Q1"":""4"",""Q2"":""4"",""Q3"":""6"",""Q4"":""5"",""Q5"":""6"",""Q6"":""2"",""Q7"":""1"",""Q8"":""4"",""Q9"":""5""}"
"65046","","survey-likert","5","225255","0.0-5.0","085","{""Q0"":""5"",""Q1"":""4"",""Q2"":""5"",""Q3"":""6"",""Q4"":""4"",""Q5"":""6"",""Q6"":""6"",""Q7"":""6"",""Q8"":""2"",""Q9"":""0"",""Q10"":""6""}"
"38306","","survey-likert","6","264575","0.0-6.0","085","{""Q0"":""0"",""Q1"":""0"",""Q2"":""5"",""Q3"":""0"",""Q4"":""0"",""Q5"":""0"",""Q6"":""1""}"
"8927","","survey-text","7","274511","0.0-7.0","085","{""Q0"":""voice""}"
"6779","32","text","8","282311","0.0-8.0","085",""
"35037","","survey-likert","9","318369","0.0-9.0","085","{""Q0"":""1"",""Q1"":""1"",""Q2"":""5"",""Q3"":""6"",""Q4"":""5"",""Q5"":""4"",""Q6"":""4"",""Q7"":""0"",""Q8"":""6"",""Q9"":""1"",""Q10"":""6"",""Q11"":""6"",""Q12"":""0"",""Q13"":""6""}"
"29322","","survey-likert","10","348711","0.0-10.0","085","{""Q0"":""3"",""Q1"":""4"",""Q2"":""1""}"
"26046","","survey-likert","11","375767","0.0-11.0","085","{""Q0"":""0"",""Q1"":""0"",""Q2"":""0"",""Q3"":""0"",""Q4"":""0"",""Q5"":""0"",""Q6"":""0"",""Q7"":""0"",""Q8"":""0""}"
"13442","","survey-text","12","390215","0.0-12.0","085","{""Q0"":""20"",""Q1"":""female""}"
"4655","","survey-likert","13","395878","0.0-13.0","085","{""Q0"":""1""}"
"14051","","survey-text","14","410933","0.0-14.0","085","{""Q0"":""N/A""}"
"13057","32","text","15","424998","0.0-15.0","085",""
