"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses"
"6081","32","text","0","6083","0.0-0.0","226",""
"5741","32","text","1","12834","0.0-1.0","226",""
"5692","32","text","2","19534","0.0-2.0","226",""
"37000","","survey-likert","3","57562","0.0-3.0","226","{""Q0"":""6"",""Q1"":""6"",""Q2"":""4"",""Q3"":""6"",""Q4"":""6"",""Q5"":""4"",""Q6"":""6"",""Q7"":""5"",""Q8"":""0"",""Q9"":""6""}"
"37383","","survey-likert","4","95977","0.0-4.0","226","{""Q0"":""0"",""Q1"":""6"",""Q2"":""0"",""Q3"":""0"",""Q4"":""5"",""Q5"":""6"",""Q6"":""0"",""Q7"":""6"",""Q8"":""5"",""Q9"":""6""}"
"45931","","survey-likert","5","142949","0.0-5.0","226","{""Q0"":""0"",""Q1"":""6"",""Q2"":""0"",""Q3"":""6"",""Q4"":""1"",""Q5"":""6"",""Q6"":""0"",""Q7"":""6"",""Q8"":""6"",""Q9"":""2"",""Q10"":""6""}"
"49158","","survey-likert","6","193138","0.0-6.0","226","{""Q0"":""6"",""Q1"":""5"",""Q2"":""5"",""Q3"":""3"",""Q4"":""6"",""Q5"":""2"",""Q6"":""4""}"
"5530","","survey-text","7","199690","0.0-7.0","226","{""Q0"":""Voice""}"
"3126","32","text","8","203821","0.0-8.0","226",""
"41009","","survey-likert","9","245860","0.0-9.0","226","{""Q0"":""3"",""Q1"":""4"",""Q2"":""0"",""Q3"":""2"",""Q4"":""2"",""Q5"":""5"",""Q6"":""5"",""Q7"":""6"",""Q8"":""6"",""Q9"":""4"",""Q10"":""5"",""Q11"":""6"",""Q12"":""1"",""Q13"":""4""}"
"9017","","survey-likert","10","255897","0.0-10.0","226","{""Q0"":""8"",""Q1"":""7"",""Q2"":""7""}"
"36569","","survey-likert","11","293491","0.0-11.0","226","{""Q0"":""1"",""Q1"":""3"",""Q2"":""0"",""Q3"":""1"",""Q4"":""3"",""Q5"":""0"",""Q6"":""2"",""Q7"":""3"",""Q8"":""4""}"
"7773","","survey-text","12","302284","0.0-12.0","226","{""Q0"":""19"",""Q1"":""FEMALE""}"
"2967","","survey-likert","13","306261","0.0-13.0","226","{""Q0"":""1""}"
"2489","","survey-text","14","309762","0.0-14.0","226","{""Q0"":""""}"
"6467","32","text","15","317236","0.0-15.0","226",""
